#Format:        
#Parameter MagSys|Instrument|Band RestLamb Phase dmu/dP dmB/dP ds/dP dc/dP
Zeropoint Linear_AB11_off|LOSS|LOSS_N2_R 6334.458328985049 All 1.1160181584877416 -0.41373485617411676 0.7797979431572226 -0.4634920835339801
Zeropoint Linear_AB11_off|LOSS|LOSS_N2_I 8185.28101404677 All 0.4441851066487613 -0.34622182643179045 1.0587695152229928 -0.2102135210081439
Zeropoint Linear_AB11_off|LOSS|LOSS_N2_V 5315.039934414928 All 0.03515633909451532 0.6908505047911522 0.18021683663154292 0.221623411177576
Zeropoint Linear_AB11_off|LOSS|LOSS_N2_B 4306.078666160228 All -0.5218264537995351 0.14030321660971623 0.8050142280179404 0.25160150477124077
Check All|All|All All All 1.073533150431483 0.0711970387949612 2.8237985230296987 -0.20048068859330714
