#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LOSS
@BAND  LOSS_N2_V
@MAGSYS  Linear_AB11_off
56135.35  14.297  0.023
56139.34  14.41  0.01
56146.3  14.623  0.009
56149.3  14.794  0.006
56154.27  15.113  0.009
56156.28  15.245  0.008
56158.3  15.373  0.017
56167.24  15.847  0.019
56170.25  16.041  0.031
56175.23  16.123  0.02
56178.21  16.24  0.014
56180.21  16.301  0.061
56188.21  16.557  0.015
56191.18  16.644  0.013
56203.15  17.102  0.054
56207.14  17.26  0.017
56211.16  17.377  0.032
56230.11  18.201  0.06
56239.1  18.482  0.036
56245.09  18.665  0.088
