#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                    dmB/dP                    ds/dP                      dc/dP                      
Zeropoint     AB|MEGACAMPSF|i           4441.988634603877     All      2.1866041748206992        0.7716576880602233        1.2193688582587736         -0.4064797893091283        
Zeropoint     AB|MEGACAMPSF|r           3626.4523535099547    All      -2.12133169605235         0.11184723196606683       -0.7287701717909822        0.6948981806133722         
Zeropoint     AB|MEGACAMPSF|z           5114.170982265573     All      0.9361397701676211        0.11588772864357111       -0.49341851394240077       -0.2892020775029834        
Check         All|All|All               All                   All      1.00141224893597          0.9993926486698612        -0.0028198274746094043     -0.0007836861987395305     
Lambda        AB|MEGACAMPSF|i           4441.988634603877     All      -0.000590574188078333     -0.0003171538273126542    -0.002583662741417977      -2.6234995051656042e-05    
Lambda        AB|MEGACAMPSF|r           3626.4523535099547    All      -0.003413514813695071     0.00017209009704505866    -0.001147369647430815      0.001116747644639123       
Lambda        AB|MEGACAMPSF|z           5114.170982265573     All      0.00029381245990642453    2.691444599745108e-05     -0.00042771826601671256    -0.00010602456558738212    
MWEBV         All|All|All               All                   All      -0.23530515255035178      -1.895269433786595        -0.05885849706395163       -0.5433315619980471        
Redshift      All|All|All               All                   All      8.987335259865597         1.3873670397646976        5.891095745163066          -2.2126671345321043        
