#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                     dmB/dP                    ds/dP                     dc/dP                    
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    5011.886837032009    All      -2.1878374843858843        1.6588936626309447        -0.8643386091286821       1.214435425917329        
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    6001.73944286833     All      3.1852306669216066         -0.6555653891078705       0.8659750784740367        -1.2124291434132033      
Check         All|All|All                            All                  All      0.9973931825357222         1.0033282735230742        0.001636469345354552      0.0020062825041256005    
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    5011.886837032009    All      -0.0006644826189594527     -4.467344395059841e-05    -0.0037436348192575884    3.48310113259168e-05     
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    6001.73944286833     All      -0.00016653368580589543    3.985033488622956e-05     0.00019566158669518245    7.595754334507003e-05    
MWEBV         All|All|All                            All                  All      -0.4481515414933863        -2.828401470303632        -0.026896993905915864     -0.776525999014774       
Redshift      All|All|All                            All                  All      4.808448184519644          0.2443557344294689        9.891944605637372         -1.0452430094846434      
