#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                     ds/dP                     dc/dP                    
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    4506.390802018085    All      3.537838011924653         0.8565169115481552         -0.6302318003419207       -0.9015188459359419      
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    3763.162489500305    All      -2.549122132862128        0.14427112004078424        0.6466033689389157        0.9061817310904052       
Check         All|All|All                            All                  All      0.9887158790625253        1.0007880315889395         0.016371568596994956      0.0046628851544633365    
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    4506.390802018085    All      -0.0015072260755588237    -0.00036461678003613736    -0.0021185649007925897    0.0002776436169752774    
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    3763.162489500305    All      -0.0014402887020155016    5.5323588550313966e-05     -0.002421348212361906     0.0003791164773525194    
MWEBV         All|All|All                            All                  All      -0.2798611503118591       -1.835332988378191         0.04763447554271792       -0.5045426432954331      
Redshift      All|All|All                            All                  All      11.198782397999032        2.271872636554839          5.824088604130926         -2.6478858705792363      
