#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LOSS
@BAND  LOSS_K3_B
@MAGSYS  Linear_AB11_off
52444.39  16.812  0.019
52446.4  16.922  0.02
52448.4  17.084  0.014
52450.42  17.404  0.041
52452.44  17.702  0.033
52454.42  18.038  0.066
52456.38  18.334  0.068
52458.36  18.596  0.089
52460.41  18.837  0.077
52462.36  19.131  0.092
52464.32  19.183  0.098
52469.36  19.53  0.144
52471.3  19.937  0.086
52473.31  19.72  0.293
