#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|PS|PS_z                8518.638720930925    All      0.406083336769114          -0.11689498084264116       0.08239415003919628       -0.16667437102813853       
Zeropoint     AB|PS|PS_g                4818.985734308668    All      -1.1128484151557987        1.2637661329371497         -0.02182634447804581      0.7731675371008001         
Zeropoint     AB|PS|PS_i                7412.384724514154    All      0.49621306701305845        -0.11531222254284046       0.18750086187757584       -0.190826603087515         
Zeropoint     AB|PS|PS_r                6119.784741307429    All      1.210288357256855          -0.032864709509095036      -0.24692858466368364      -0.41595514099833053       
Check         All|All|All               All                  All      0.9997363458832286         0.998694220042573          0.0011400827750426556     -0.0002885780131839377     
Lambda        AB|PS|PS_z                8518.638720930925    All      0.0004626400242379105      -0.0001222165566393091     0.0002077160142778221     -0.00018123761788962803    
Lambda        AB|PS|PS_g                4818.985734308668    All      -0.0003446691040740093     0.0001328743874914369      -0.0008742080986659256    0.00011653973356619363     
Lambda        AB|PS|PS_i                7412.384724514154    All      -7.165800514244486e-05     -2.0787390470318445e-05    -0.0004347556935677732    -2.8309170510288364e-06    
Lambda        AB|PS|PS_r                6119.784741307429    All      -0.00016755408883848064    -4.479547899535276e-05     -0.0007265575422946161    7.563591709695588e-06      
MWEBV         All|All|All               All                  All      -0.6925878364403752        -4.101879068674741         0.045817344745039845      -1.1084736990242003        
Redshift      All|All|All               All                  All      4.475998543946966          1.5997975621774074         5.426640060016183         -0.6947072617418053        
