#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    4568.448289722593    All      -2.391065943917228         1.1253598860319514         -0.4866214972129055       1.1236998973390917         
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    5470.721344013725    All      3.3881890973278304         -0.12309609564358226       0.48575173438095665       -1.1220642362740136        
Check         All|All|All                            All                  All      0.9971231534106023         1.002263790388369          -0.0008697628319488393    0.0016356610650780645      
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    4568.448289722593    All      -0.00010911664504920343    -0.00018784054864838038    -0.0023489174802509257    -0.00013046436429757453    
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    5470.721344013725    All      0.0005584662519962506      -3.68852795660758e-05      0.00014990594855004836    -0.00018723596632279148    
MWEBV         All|All|All                            All                  All      -0.19013016567896113       -2.5075020139135873        -0.01270827863563774      -0.7554113623477879        
Redshift      All|All|All                            All                  All      -4.576826806298332         1.2017868485115102         -3.924725885079742        1.7071420874768461         
