#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5385.124911389799     All      0.21797111981052722        0.10826409277457927        -0.034768640870858104      -0.03728675271506694       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_R             6366.131520312836     All      0.3599303484544438         -0.019574004254785393      0.13015809518111052        -0.11780869500632478       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_I             7871.641969417828     All      0.10523825660181563        -0.017024179299429676      0.04059666338891513        -0.03801325505438565       
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_I             8147.579420374517     All      0.019052271260316413       -0.003571388339285164      0.003997938473959921       -0.007190860595657677      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_B              4357.538109561168     All      -0.27302066481119625       0.17384219232230436        -0.08844493018947008       0.14161104289822254        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_g              4760.202178481087     All      -0.18273443180909898       0.1939966244604463         -0.061486047421809735      0.11996985920936722        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7560.127278170203     All      0.1289672469426671         -0.030430497190980788      -0.022036879372851197      -0.05290449400903209       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_u              3561.0853106040986    All      -0.13645351287799212       0.06538268410816173        -0.03093830390783768       0.06436405516312055        
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_B             4353.394080931047     All      -0.2621204266997669        0.2194156244360812         0.12869692079840167        0.16259528641212675        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6205.356231732214     All      0.3703655715768773         -0.050786181850792644      -0.1529388060653173        -0.14400793806469656       
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_R             6308.828462129499     All      0.04361301349822647        -0.007207613774529165      -0.018806058587472307      -0.017393178273367865      
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_V             5332.758817855458     All      0.009257700212855435       0.00484337077200081        -0.05108650104132195       -0.0037176482356728775     
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-3014      5323.705742445174     All      0.1450417911374638         0.09613415060565345        -0.04137147510506099       -0.01777704645641815       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4354.451955993241     All      -0.24856492112349501       0.16693802777938416        -0.0686637896169463        0.13227883052943243        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_r              6161.858811768806     All      0.3772193219522094         -0.030946226232853036      0.028963700201360687       -0.13166043037702804       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_V             5365.8713764196145    All      0.2267304786905991         0.1365294365952785         0.23479438269110897        -0.018903652008677087      
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_B             4379.105456335192     All      -0.022080277467215706      0.011274136503214294       -0.019253646564164038      0.01000542814043633        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_i              7533.815915571894     All      0.11696060897245694        -0.02055323936547282       0.023043014099516687       -0.04376448058837003       
Check         All|All|All                                All                   All      0.9953734943216938         0.9965270100489754         0.00045563609126393276     0.00039607096800806096     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5385.124911389799     All      4.9644319658373326e-05     -2.2721890532651993e-05    -0.0005336470469573266     -4.7386272190286345e-05    
Lambda        Linear_AB11_off|LOSS|LOSS_K3_R             6366.131520312836     All      -9.935408044140892e-05     -9.321871938739451e-06     -0.00017637657906814674    2.1455575625515756e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_K3_I             7871.641969417828     All      4.849239539830404e-06      2.1406388764030974e-06     2.6960575396252217e-05     3.2084630809747503e-07     
Lambda        Linear_AB11_off|LOSS|LOSS_N1_I             8147.579420374517     All      4.075692146036251e-07      -7.653540816828918e-08     9.049465912603429e-08      -1.536504411959764e-07     
Lambda        Linear_AB11_off|SWOPE|SWOPE_B              4357.538109561168     All      -0.0001934571200600354     9.216336941950113e-05      -0.00016422701540314152    8.570729262843849e-05      
Lambda        Linear_AB11_off|SWOPE|SWOPE_g              4760.202178481087     All      -0.00010340638245020798    6.826415360890074e-05      -0.00016599190192501077    4.851128517764895e-05      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7560.127278170203     All      -2.3854262885043584e-05    -2.095032867186137e-06     -4.657973853602952e-05     5.009057276358763e-06      
Lambda        Linear_AB11_off|SWOPE|SWOPE_u              3561.0853106040986    All      -0.00021453197957306994    7.869968460440935e-05      -7.818667255355156e-05     9.202608796014422e-05      
Lambda        Linear_AB11_off|LOSS|LOSS_K3_B             4353.394080931047     All      -0.00012933548668851155    5.506953361058482e-05      -0.0001277541877725709     5.436569920985477e-05      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6205.356231732214     All      -7.058430242753562e-05     -6.174424820295622e-06     -0.0001073005257907594     1.6192086506158292e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_N1_R             6308.828462129499     All      8.069707761126368e-07      -1.3070380211007884e-07    -3.1302474475679073e-07    -3.194003153923114e-07     
Lambda        Linear_AB11_off|LOSS|LOSS_N1_V             5332.758817855458     All      1.0775944096200361e-05     5.0258024853884364e-06     -5.4433730787074394e-05    -4.302137696625771e-06     
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-3014      5323.705742445174     All      8.03767761352557e-05       3.0951079825949455e-05     -0.00019705221531702058    -2.4893110686559633e-05    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4354.451955993241     All      -0.00019171599596068655    9.053941416235187e-05      -0.00019783645790461232    8.311134051795002e-05      
Lambda        Linear_AB11_off|SWOPE|SWOPE_r              6161.858811768806     All      -2.1393449637129846e-05    -3.914269323067776e-06     -5.895813489506158e-05     3.0625133007943436e-06     
Lambda        Linear_AB11_off|LOSS|LOSS_K3_V             5365.8713764196145    All      4.7699079340280526e-05     1.0660001178846782e-05     -0.0001474961731318756     -1.8646923088110978e-05    
Lambda        Linear_AB11_off|LOSS|LOSS_N1_B             4379.105456335192     All      -2.2407032219632016e-05    1.1513096372480844e-05     -1.9688566032465353e-05    1.0170291545819254e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_i              7533.815915571894     All      -1.723375969400633e-05     -1.9845279581298055e-06    -3.58021019690845e-05      3.3694930834240875e-06     
MWEBV         All|All|All                                All                   All      -0.9497132101321908        -4.021300545702999         -0.008004868980546411      -1.0008742679547697        
Redshift      All|All|All                                All                   All      5.577073341847343          -0.3487163362899892        1.5934336983478916         -1.8591170232780687        
