#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|SDSS|SDSS_r            5552.045394400906     All      -0.6348616647636787        -0.06154927194668147       -15.919508504331636        -0.52366784113239          
Zeropoint     AB|SDSS|SDSS_i            6732.8254394166615    All      1.8205386892391795         0.2731363731646397         12.085449936162584         0.03527828181750306        
Zeropoint     AB|SDSS|SDSS_z            8004.768208209247     All      0.15491304572026637        0.00466299056824937        0.0920249076073798         -0.044834737071598046      
Zeropoint     AB|SDSS|SDSS_u            3231.233205737508     All      -0.138674499158703         0.0997921317487993         0.8066862237145145         0.11367512819426412        
Zeropoint     AB|SDSS|SDSS_g            4248.902506166241     All      -0.21432045463563454       0.6841529302107574         2.762766459398769          0.41595191849642454        
Check         All|All|All               All                   All      0.9875951164014296         1.0001951537457643         -0.17258097744838885       -0.0035972496957962785     
Lambda        AB|SDSS|SDSS_r            5552.045394400906     All      -5.1810644835338345e-05    -6.077700735810296e-06     -0.0014177954584596816     -4.8372975149657445e-05    
Lambda        AB|SDSS|SDSS_i            6732.8254394166615    All      -0.000997141832934276      -0.00015614271707483938    -0.0068322201218576325     -3.094952470197364e-05     
Lambda        AB|SDSS|SDSS_z            8004.768208209247     All      -2.442134056128407e-05     -4.257481039708988e-06     -0.00025863886111878885    -4.973832068957326e-06     
Lambda        AB|SDSS|SDSS_u            3231.233205737508     All      -2.9878916453007654e-05    3.744554239083531e-05      0.0004732933783941077      4.3050700874213595e-05     
Lambda        AB|SDSS|SDSS_g            4248.902506166241     All      -2.7900452650631957e-05    9.436494449990764e-05      0.0003398244183666706      5.499066529862328e-05      
MWEBV         All|All|All               All                   All      -0.782617246290406         -3.4391709437633367        1.9462003172765918         -0.7784769557022925        
Redshift      All|All|All               All                   All      6.5304021118130615         1.284020810415143          32.46362287809217          -0.260216601661007         
