#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                    dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|MEGACAMPSF|i           4517.546941689556    All      1.787133584718714         0.6683770179394699         0.7291981376584045         -0.3318750560000139        
Zeropoint     AB|MEGACAMPSF|z           5204.932842948208    All      1.1459252436943457        0.1170509033597611         -0.36453180920779094       -0.35140560201825793       
Zeropoint     AB|MEGACAMPSF|r           3694.607122734552    All      -1.930425178951505        0.2138878903553021         -0.3603697177295473        0.6823916670937652         
Check         All|All|All               All                  All      1.0026336494615544        0.9993158116545331         0.004296610721066241       -0.0008889909245065608     
Lambda        AB|MEGACAMPSF|i           4517.546941689556    All      -0.0003174518915631987    -0.00010944751142768942    -0.0013953867961284776     5.484165819513952e-06      
Lambda        AB|MEGACAMPSF|z           5204.932842948208    All      0.00039435500372544025    3.12168205601842e-05       -0.00023153372509659113    -0.00012861833990341663    
Lambda        AB|MEGACAMPSF|r           3694.607122734552    All      -0.0034087263155105456    0.000267551352761657       -0.0022341220911069166     0.0010977859745246107      
MWEBV         All|All|All               All                  All      -0.16076100430185125      -1.9517551401396105        0.010481831561814925       -0.5829179559979775        
Redshift      All|All|All               All                  All      8.650108800889583         0.6735288087078573         1.6167407216956642         -2.5260868121529056        
