#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LOSS
@BAND  LOSS_K2_R
@MAGSYS  Linear_AB11_off
51740.43  17.192  0.253
51742.41  17.048  0.028
51743.44  16.947  0.019
51744.43  16.842  0.015
51745.47  16.859  0.031
51746.47  16.755  0.046
51747.48  16.734  0.092
51748.47  16.744  0.021
51749.39  16.777  0.069
51750.42  16.761  0.017
51751.41  16.753  0.012
51753.41  16.791  0.021
51757.39  17.079  0.028
51759.38  17.123  0.027
51761.42  17.222  0.019
51763.39  17.379  0.029
51765.37  17.412  0.024
51767.4  17.403  0.026
51770.34  17.564  0.041
51774.43  17.596  0.411
51778.37  17.915  0.034
51790.34  18.501  0.053
51812.23  19.092  0.112
51813.18  19.174  0.12
