#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|WFC3|WFC3_f125w        5659.831168278445    All      0.11648273650892828        0.44953070393241035        -2.989602676952678         -0.024927556781444583      
Zeropoint     AB|ACSWF|F814W            3658.487896338338    All      -0.530250370496838         0.5072700567419375         0.5111990273345702         0.36076700129759337        
Zeropoint     AB|WFC3|WFC3_f140w        6328.511634007649    All      0.38213680669991457        0.08222115330855928        0.9319258961459586         -0.05610482267731562       
Zeropoint     AB|WFC3|WFC3_f160w        6947.027686581876    All      1.0254535555736064         -0.03894966718647197       1.546965660641746          -0.2776771750007034        
Check         All|All|All               All                  All      0.9938227282856114         1.0000722467964351         0.00048790716959645763     0.0020574468381297506      
Lambda        AB|WFC3|WFC3_f125w        5659.831168278445    All      -0.00013872717248708408    -8.65064124653487e-05      -0.0007193880157118983     -1.5092963560519457e-05    
Lambda        AB|ACSWF|F814W            3658.487896338338    All      -0.0007630693948236344     0.0006159525165862701      7.837173383453208e-05      0.00045269017555219393     
Lambda        AB|WFC3|WFC3_f140w        6328.511634007649    All      -0.0001266325799102658     -2.4809293501370376e-05    -0.00031321031274525815    1.9190056535112398e-05     
Lambda        AB|WFC3|WFC3_f160w        6947.027686581876    All      -0.0008060356671328587     6.235382496255783e-06      -0.0017325027500525768     0.00018726976315045976     
MWEBV         All|All|All               All                  All      -0.10299628672256578       -1.24013040022799          -0.05237508193403401       -0.3727392507265104        
Redshift      All|All|All               All                  All      3.398840484264507          -0.3700607187264282        2.8082114544466745         -1.1023375354175051        
