Salt2Model
BEGIN_OF_FITPARAMS Salt2Model
DayMax 54416.97495317647 0.432298851349546
Redshift 0.204807 0 F
Color -0.10285055192431408 0.025967947630534387
X0 9.561362979047427e-05 2.5313809480686897e-06
X1 -0.422298739894902 0.5263480979823042
RestFrameMag_0_UX 20.20141761915231 0.0
RestFrameMag_0_B 20.691653196787954 0.028744980703859356
RestFrameMag_0_V 20.77683605314322 0.0
RestFrameMag_0_R 20.83660542421914 0.0
CovDayMaxDayMax 0.18688229687813687 -1
CovDayMaxRestFrameMag_0_B 0.003816894901669231 -1
CovDayMaxX1 0.18304766052454283 -1
CovDayMaxColor 0.00375676008354458 -1
CovRestFrameMag_0_BDayMax 0.003816894901669232 -1
CovRestFrameMag_0_BRestFrameMag_0_B 0.0008262739156652466 -1
CovRestFrameMag_0_BX1 0.008369107628017566 -1
CovRestFrameMag_0_BColor 0.00042445523181368057 -1
CovX1DayMax 0.1830476605245428 -1
CovX1RestFrameMag_0_B 0.008369107628017564 -1
CovX1X1 0.27704232024958925 -1
CovX1Color 0.0050424669808594325 -1
CovColorDayMax 0.003756760083544578 -1
CovColorRestFrameMag_0_B 0.0004244552318136805 -1
CovColorX1 0.005042466980859431 -1
CovColorColor 0.0006743343041421765 -1

dmu_estimate 0.08847017915275668
FirstPhase  -12.215658754029782
LastPhase  5.967485102207469
LatestNegPhase  -3.155808504159469
EarliestPosPhase  0.9911610934652805
NightsNegPhase  5
NightsPosPhase  3

salt3source   1
salt2_version   salt3-f22
