#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|MEGACAMPSF|r           3850.3896098428168    All      -1.2721902976758812        0.30433963612406245        -0.6415960762190254       0.4848961795954193         
Zeropoint     AB|MEGACAMPSF|g           3018.1052569438584    All      -0.2650930618011429        0.03190256637015665        0.004881647333426775      0.09695909246123097        
Zeropoint     AB|MEGACAMPSF|z           5423.16158617921      All      1.3097565597756353         0.12435529451622074        0.047068133460925754      -0.38402375601800254       
Zeropoint     AB|MEGACAMPSF|i           4708.6070943859695    All      1.2299134298960923         0.5383769314175169         0.6232801526713405        -0.19744205783798102       
Check         All|All|All               All                   All      1.002386630194703          0.9989744284279567         0.033633857246667676      0.00038945820066677017     
Lambda        AB|MEGACAMPSF|r           3850.3896098428168    All      -0.0016043088782367468     0.0003602736559111763      -0.0011686048601046003    0.0005877796965190857      
Lambda        AB|MEGACAMPSF|g           3018.1052569438584    All      -0.0005862570019234267     5.9484995686871665e-05     -0.0001840667123198043    0.00020212536091937627     
Lambda        AB|MEGACAMPSF|z           5423.16158617921      All      -0.00010526634399565308    -1.9825535636542242e-05    -0.0003515161436870791    1.2144331164163194e-05     
Lambda        AB|MEGACAMPSF|i           4708.6070943859695    All      -0.00010316405286397206    -5.9782305243674715e-05    -0.001066778915583164     -3.3474581047099715e-05    
MWEBV         All|All|All               All                   All      -0.24613377277509763       -2.0585455438432376        0.2795567086832679        -0.5778868084620626        
Redshift      All|All|All               All                   All      2.486871852096305          -0.3242654821526969        2.129122529687466         -0.8206669536422864        
