#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                    dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|MEGACAMPSF|r           3282.7822357475666    All      -1.5585962619778109       -0.07652789072238875       0.38938983131687477       0.5001351068878939         
Zeropoint     AB|MEGACAMPSF|z           4629.418046594547     All      1.8871858108456276        0.47593013501643355        0.9575553879746124        -0.41696110347774346       
Zeropoint     AB|MEGACAMPSF|i           4022.482749056874     All      0.6562376634311259        0.5975746668378079         -1.3542998414038054       -0.07954464979336787       
Check         All|All|All               All                   All      0.9848272122989427        0.9969769111318527         -0.00735462211231841      0.0036293536167825435      
Lambda        AB|MEGACAMPSF|r           3282.7822357475666    All      -0.004150248510686707     -0.00029877426847558266    -0.0008502111228140202    0.0012166108528943334      
Lambda        AB|MEGACAMPSF|z           4629.418046594547     All      -8.059964305039873e-05    -1.2819496101685649e-05    -0.0003016558030798978    8.616710725331293e-06      
Lambda        AB|MEGACAMPSF|i           4022.482749056874     All      0.0009171540091126727     0.0005783010812768955      -0.0008713975047044408    -0.00014926201497729173    
MWEBV         All|All|All               All                   All      -0.4099711401408299       -1.635588344004546         0.1503396215022823        -0.39251487808400765       
Redshift      All|All|All               All                   All      3.7022514451166217        -0.3749033035941096        -0.6054180568756617       -1.3550804633559275        
