#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                    dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|MEGACAMPSF|r           3282.7822357475666    All      -1.3343620201510875       -0.05803857124746514       0.28710507826709825       0.42855271811928825       
Zeropoint     AB|MEGACAMPSF|z           4629.418046594547     All      1.4267095584338114        0.39358060857175303        0.8894637643561614        -0.2968314052590438       
Zeropoint     AB|MEGACAMPSF|i           4022.482749056874     All      0.9013095861408909        0.6622722299615802         -1.1789784649531856       -0.1304747250416603       
Check         All|All|All               All                   All      0.9936571244236149        0.9978142672858681         -0.00240962232992592      0.0012465878185841661     
Lambda        AB|MEGACAMPSF|r           3282.7822357475666    All      -0.003295778302937655     -0.0001611731514216711     0.00042063074000142794    0.0010398148413342605     
Lambda        AB|MEGACAMPSF|z           4629.418046594547     All      -3.071778294867673e-06    -1.2874785074097827e-05    -0.000343765333459404     -1.853382979256303e-05    
Lambda        AB|MEGACAMPSF|i           4022.482749056874     All      0.0007410448124310727     0.0005118647941730162      -0.0005383302928859768    -9.867468025519066e-05    
MWEBV         All|All|All               All                   All      -0.45558989365073654      -1.6405058418209606        0.13386886514821436       -0.3799921542817325       
Redshift      All|All|All               All                   All      2.9121461836495293        -0.4231240901539479        -2.6708105926709917       -1.2055932654721184       
