#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                    dmB/dP                    ds/dP                     dc/dP                      
Zeropoint     VEGAHST|ACSWF|F850LP      5233.600417831984    All      2.4589481305339476        0.44232805093571415       0.6160305668066024        -0.6293888898846023        
Zeropoint     VEGAHST|ACSWF|F606W       3478.801007972179    All      -0.77657411455229         0.28518515693605195       0.24337727115395225       0.3567107353864604         
Zeropoint     VEGAHST|ACSWF|F775W       4455.769445717177    All      -0.6773144906875458       0.2748593671521249        -0.8199357642696886       0.2735643837572389         
Check         All|All|All               All                  All      1.0050595252941117        1.002372575023891         0.03947207369086603       0.0008862292590970378      
Lambda        VEGAHST|ACSWF|F850LP      5233.600417831984    All      0.000766007097330572      3.483326711939351e-05     -0.0005789857863386645    -0.00026400484786305394    
Lambda        VEGAHST|ACSWF|F606W       3478.801007972179    All      -0.0022354915816967646    0.00075706216553139       0.00012805860496423405    0.000980487874953829       
Lambda        VEGAHST|ACSWF|F775W       4455.769445717177    All      -0.0004705206360160657    2.0337851439337426e-05    -0.0016257223064172239    8.734023826587735e-05      
MWEBV         All|All|All               All                  All      -0.15477637060813154      -1.8400534216194586       0.14327280185499336       -0.5425565723639065        
Redshift      All|All|All               All                  All      1.5183005755600338        -0.2480052237066488       -0.9606046560547921       -0.6182112824580421        
