Salt2Model
BEGIN_OF_FITPARAMS Salt2Model
DayMax 54340.03025414339 1.390947045969912
Redshift 0.160311 0 F
Color -0.1349157282383595 0.03689911052519364
X0 0.00018591816883818205 1.4743210980282569e-05
X1 -0.005161341967159986 0.3816952697072054
RestFrameMag_0_UX 19.42308385437791 0.0
RestFrameMag_0_B 19.96905285978174 0.08609829816908657
RestFrameMag_0_V 20.083413659615648 0.0
RestFrameMag_0_R 20.16752780251247 0.0
CovDayMaxDayMax 1.9347336846924248 -1
CovDayMaxRestFrameMag_0_B 0.1050888080131649 -1
CovDayMaxX1 -0.25694523117823265 -1
CovDayMaxColor 0.03038027447583846 -1
CovRestFrameMag_0_BDayMax 0.10508880801316496 -1
CovRestFrameMag_0_BRestFrameMag_0_B 0.0074129169476129355 -1
CovRestFrameMag_0_BX1 -0.004747816493504247 -1
CovRestFrameMag_0_BColor 0.002426464398697369 -1
CovX1DayMax -0.2569452311782322 -1
CovX1RestFrameMag_0_B -0.004747816493504211 -1
CovX1X1 0.14569127891685626 -1
CovX1Color -0.0021378154919664306 -1
CovColorDayMax 0.030380274475838492 -1
CovColorRestFrameMag_0_B 0.0024264643986973695 -1
CovColorX1 -0.0021378154919664432 -1
CovColorColor 0.001361544357550456 -1

dmu_estimate 0.09262132845835792
FirstPhase  7.056122760716277
LastPhase  44.98884424659343
LatestNegPhase  1000
EarliestPosPhase  7.056122760716277
NightsNegPhase  0
NightsPosPhase  7

salt3source   1
salt2_version   salt3-f22
