#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                    ds/dP                     dc/dP                      
Zeropoint     AB|MEGACAMPSF|i           4132.646359416418    All      1.6000656002285445         0.8030303654919635        -0.036889745987878086     -0.2612668175690294        
Zeropoint     AB|MEGACAMPSF|z           4770.820215049648    All      1.072779383982233          0.28426227626638934       0.5343616467565759        -0.23299985736488366       
Zeropoint     AB|MEGACAMPSF|r           3386.966122112681    All      -1.6755794844292333        -0.08873057518492544      -0.5014213261347322       0.49451276467877836        
Check         All|All|All               All                  All      0.9972654997815442         0.9985620665734274        -0.003949425366034376     0.00024608974486528545     
Lambda        AB|MEGACAMPSF|i           4132.646359416418    All      -0.0001461295951467852     4.058764422316806e-05     -0.0015318234637816063    -7.5382981003670446e-06    
Lambda        AB|MEGACAMPSF|z           4770.820215049648    All      -0.00023985307510909624    -8.796480612349025e-05    -0.0009583753961235553    6.707113914227646e-06      
Lambda        AB|MEGACAMPSF|r           3386.966122112681    All      -0.0031287034797360747     -0.0003820667202212718    -0.004473484705622206     0.0006950388777995311      
MWEBV         All|All|All               All                  All      -0.4622649653550488        -1.7362525624694314       0.06330088309334236       -0.4121548456451449        
Redshift      All|All|All               All                  All      1.8744491562464396         0.1843777470551089        7.137770650861297         -0.2319859381183495        
