#Format:      
#Parameter    MagSys|Instrument|Band                   RestLamb              Phase    dmu/dP                     dmB/dP                    ds/dP                      dc/dP                     
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_i            7283.747688651937     All      0.4601934059400039         -0.07150017529191643      0.16736212545366075        -0.1657214886139312       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_r            5957.329642904296     All      1.163989416061093          0.004240722093218352      -0.062060123019385065      -0.38053776248258325      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_u            3442.8830211517056    All      -0.21580887888847705       0.09177861227600559       0.007618179127154845       0.10053132954557097       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-9844    5146.395544739077     All      0.4157511752832165         0.35506988912681337       -0.0034709687692228266     -0.019920784650744837     
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_g            4602.197877354899     All      -0.31242311346254525       0.3094917783392326        -0.019329011402895887      0.20171557564807205       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_B            4212.899344690128     All      -0.5168628787165865        0.30890275831048086       -0.08930474284959765       0.26499377435070764       
Check         All|All|All                              All                   All      0.9948391262167048         0.9979835848538343        0.0008154585397141534      0.0010606437970913096     
Lambda        Linear_AB11_off|SWOPE|SWOPE_i            7283.747688651937     All      -0.00012158204324006627    1.331025676087807e-05     -0.0006872191653226888     1.3271424870272308e-05    
Lambda        Linear_AB11_off|SWOPE|SWOPE_r            5957.329642904296     All      -0.0001817554370096044     1.6960290890503275e-05    -0.0010154987945098944     1.9411202948616328e-05    
Lambda        Linear_AB11_off|SWOPE|SWOPE_u            3442.8830211517056    All      -0.0005875233674803974     0.00019598352365547553    5.9255347659209426e-05     0.00025785826507009274    
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-9844    5146.395544739077     All      0.00014000679831815147     8.90965289319062e-05      -0.0008609358972235493     -5.500276459474643e-05    
Lambda        Linear_AB11_off|SWOPE|SWOPE_g            4602.197877354899     All      -0.0001459320868870538     5.1120352934128413e-05    -0.00030662810115809506    5.05030586197144e-05      
Lambda        Linear_AB11_off|SWOPE|SWOPE_B            4212.899344690128     All      -0.00037708337338259845    0.00013468303497024854    -0.00030476632036391486    0.00015309883467849858    
MWEBV         All|All|All                              All                   All      -0.9627040706743575        -3.82429904507271         0.01081472699901529        -0.9316330152441328       
Redshift      All|All|All                              All                   All      8.55046628416044           -0.7352804769156229       17.572060241530057         -2.240512869050959        
