#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                    ds/dP                     dc/dP                     
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    4886.865448580734    All      -2.3075604912899745       1.557189975567752         -0.40348822839233217      1.2408705470905463        
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    5852.026206582546    All      3.304992427004502         -0.5533935218826613       0.4075504013333995        -1.2386161380796377       
Check         All|All|All                            All                  All      0.9974319357145274        1.0037964536850907        0.00406217294106731       0.0022544090109086756     
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    4886.865448580734    All      -0.0005843664866784612    7.440680026927491e-05     -0.001770403658437256     0.00013557914845010815    
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    5852.026206582546    All      -0.0008103040182787641    0.00014452210908465774    -3.468324965274426e-05    0.0003094705283912039     
MWEBV         All|All|All                            All                  All      -0.38360495023466923      -2.7394100992072623       -0.014970096848613655     -0.7680312873748707       
Redshift      All|All|All                            All                  All      4.028066679240985         1.3126845914406715        5.513921632494027         -0.638428281481639        
