#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|DECam|DECam_r          5658.160508465153     All      0.6415391201872591         0.5044135386050641         0.0895872922892066        -0.04066844382363964      
Zeropoint     AB|DECam|DECam_g          4257.2191446760635    All      -0.8681592695612369        0.7531535123389332         -0.0873264072749744       0.5242179361900647        
Zeropoint     AB|DECam|DECam_i          6873.958299964061     All      0.8269701945053811         -0.17257761641324976       -0.09396110495488817      -0.32977865872881124      
Zeropoint     AB|DECam|DECam_z          8055.26814415296      All      0.39686075227519124        -0.08639958016942728       0.09138447771568278       -0.1533357195431824       
Check         All|All|All               All                   All      0.9972107974065945         0.9985898543613203         -0.0003157422249731867    0.0004351140944314491     
Lambda        AB|DECam|DECam_r          5658.160508465153     All      -8.779428283920551e-05     -0.00015878498686848103    -0.000716478749581909     -5.509716375309351e-05    
Lambda        AB|DECam|DECam_g          4257.2191446760635    All      -0.0007263835013460458     0.0005648464732083097      -0.0003306582981413119    0.0004058403217293146     
Lambda        AB|DECam|DECam_i          6873.958299964061     All      -0.00047604463255006816    -1.2752337052459193e-05    -0.0006740327722431381    0.00012083055560270328    
Lambda        AB|DECam|DECam_z          8055.26814415296      All      0.00011427596245244605     1.3502097962236942e-05     0.0002868558466458271     -2.002430407157355e-05    
MWEBV         All|All|All               All                   All      -0.5308563335994698        -3.5326816981168463        0.015370495146949992      -0.9771073637401447       
Redshift      All|All|All               All                   All      0.9014758837350921         0.8414364903586602         -2.96192982661466         -0.15173413017024118      
