#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|SDSS|SDSS_z            6798.931385160753     All      0.1998434672201186         0.04009258378854241        0.6660462569752149        -0.022313532972629228      
Zeropoint     AB|SDSS|SDSS_i            5718.593843093836     All      0.9462923150196847         0.11575957028959749        -2.139738038614182        -0.36601851987629647       
Zeropoint     AB|SDSS|SDSS_g            3608.8486075131955    All      -1.1377820029310917        0.31624565559074114        -1.0390327445214151       0.4272573851864492         
Zeropoint     AB|SDSS|SDSS_r            4715.686288719428     All      0.9910033528461494         0.5273831053473899         2.5370497005684536        -0.037799491374879916      
Check         All|All|All               All                   All      0.9993571321548609         0.9994809150162709         0.02432517440807125       0.001125840962643572       
Lambda        AB|SDSS|SDSS_z            6798.931385160753     All      -9.457088865403459e-05     -1.890135148894681e-05     -0.0003027364801357397    1.1138319018401123e-05     
Lambda        AB|SDSS|SDSS_i            5718.593843093836     All      -0.00018743937842947736    -2.0346254606058653e-05    0.0006622367317731403     8.398031142551758e-05      
Lambda        AB|SDSS|SDSS_g            3608.8486075131955    All      -0.0020205641054438467     0.00039111062956280403     -0.004305410055501295     0.0005934311261898936      
Lambda        AB|SDSS|SDSS_r            4715.686288719428     All      -0.00017696278907188129    -8.118412511154574e-05     -0.0007816542041786639    -3.6833752482545315e-06    
MWEBV         All|All|All               All                   All      -0.5887518877152389        -2.8147893077751007        0.10079411804302263       -0.7205956436117159        
Redshift      All|All|All               All                   All      6.462407880555479          -0.25714934603566775       -0.09082508533137834      -2.1928339619809596        
