#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|PS|PS_r                6092.550660013402    All      1.1258774666129825         -0.030942226031704934      -0.3948659871318094       -0.39443528758363045       
Zeropoint     AB|PS|PS_z                8480.729332080313    All      0.37891101191692667        -0.1190024410459678        -0.1702540905826444       -0.16978445061000547       
Zeropoint     AB|PS|PS_i                7379.398353799604    All      0.5516955805238742         -0.0664989477683342        0.5476998133689959        -0.17692496868425278       
Zeropoint     AB|PS|PS_g                4797.54042948331     All      -1.0673662352843616        1.2273009240806765         0.02636213968969514       0.7486250073298131         
Check         All|All|All               All                  All      0.9891178237694221         1.0108573092346695         0.008941875344237182      0.007480300451924382       
Lambda        AB|PS|PS_r                6092.550660013402    All      -0.00032042518786947746    -3.5400333417910224e-05    -0.0006059849552017608    6.579964677163713e-05      
Lambda        AB|PS|PS_z                8480.729332080313    All      0.0004731930071067347      -0.00022366126782674678    -0.0007775780679753344    -0.00026168810105736234    
Lambda        AB|PS|PS_i                7379.398353799604    All      -0.00011423401865294879    -1.159891933084414e-05     -0.0003783735159187032    1.6546556234932348e-05     
Lambda        AB|PS|PS_g                4797.54042948331     All      -0.0002678224242020777     -0.00010424324378201248    -0.0016202382046044443    -1.9020668928581015e-05    
MWEBV         All|All|All               All                  All      -0.6873868478982996        -4.079077569776146         -0.05411997943559621      -1.1072003775441444        
Redshift      All|All|All               All                  All      4.7187817215988            2.277020583571243          9.300137547435504         -0.3803395094556655        
