#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb             Phase    dmu/dP                     dmB/dP                    ds/dP                     dc/dP                      
Zeropoint     Linear_AB11_off|CalanTololo|Bessell12_B    4249.856536397798    All      -1.4093045626854042        0.5596344669347886        0.13984106407440994       0.6475886825401912         
Zeropoint     Linear_AB11_off|CalanTololo|Bessell12_I    7721.459995212664    All      0.7297866825046613         -0.2958088655184987       0.5309251703540586        -0.31037745918066906       
Zeropoint     Linear_AB11_off|CalanTololo|Bessell12_V    5316.794116056364    All      1.6829497193714604         0.7304180915594927        -0.6801788664196099       -0.3406241473978679        
Check         All|All|All                                All                  All      1.0034318391907175         0.9942436929757825        -0.009412631991141285     -0.003412924038345755      
Lambda        Linear_AB11_off|CalanTololo|Bessell12_B    4249.856536397798    All      -0.0008780083568316537     0.0002775784129061503     -0.001282591926438649     0.00031917644163378153     
Lambda        Linear_AB11_off|CalanTololo|Bessell12_I    7721.459995212664    All      -0.00010576326442889222    4.2830831391954686e-05    -9.966212366238159e-05    4.3954522761922034e-05     
Lambda        Linear_AB11_off|CalanTololo|Bessell12_V    5316.794116056364    All      0.0004173830757023032      0.0001851826505065972     -0.003033636604274406     -0.00021101258631312693    
MWEBV         All|All|All                                All                  All      -0.7330350220785444        -4.007068906677702        0.13198594496965488       -1.060570622194891         
Redshift      All|All|All                                All                  All      3.336446601001102          -1.4720154102779048       9.871723798471491         -1.1257445768366163        
