#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LOSS
@BAND  LOSS_N1_R
@MAGSYS  Linear_AB11_off
54653.4  17.419  0.011
54655.38  17.518  0.015
54658.39  17.812  0.018
54672.34  18.183  0.053
54677.35  18.697  0.057
54681.39  18.874  0.024
54684.37  19.092  0.043
