#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LCOGT
@BAND  LCOGT_i
@MAGSYS  Linear_AB11_off
58584.44977  18.403  0.042
58584.45147  18.439  0.047
58585.52012  17.918  0.04
58586.79902  17.61  0.033
58586.80071  17.578  0.032
58593.42919  16.865  0.027
58593.4309  16.868  0.028
58603.78788  17.226  0.059
58603.78957  17.219  0.06
58610.42227  17.727  0.03
58610.42397  17.718  0.029
58622.73391  17.518  0.051
58622.7356  17.562  0.041
58627.37287  17.637  0.034
58627.37457  17.619  0.031
58632.75606  17.934  0.037
58640.37068  18.441  0.068
58640.37331  18.467  0.069
58653.35128  18.988  0.048
