#Format:      
#Parameter    MagSys|Instrument|Band                   RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-3014    5359.08198459586      All      0.21579350424440344        0.10220722088960521        -0.08709119906596177       -0.04088526958528827       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_MC_B     4384.798729707593     All      -0.2437538395168393        0.1809975765096894         0.03036287965797432        0.13971046597383427        
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_I           7923.949351888919     All      0.11325948204711303        -0.02344949871715407       0.06094269733289357        -0.04181101994451488       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_R           6408.434724344218     All      0.3633208168296708         -0.03988614552561387       0.0893542313907043         -0.1273503037963382        
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_V           5401.5278109306755    All      0.257608723919902          0.10983312943326773        0.06398327002952295        -0.04528009332006178       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_r            6202.804615306654     All      0.3892326332709022         -0.023562348347327955      -0.025755747672312732      -0.135610266791315         
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_MC_i'    7606.847537067678     All      0.11160413076373557        -0.023811650511307292      0.041703341456746305       -0.042248346415462094      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_B            4386.494128319988     All      -0.31081999306818436       0.18612210083932546        -0.1043249388825293        0.1572148460197405         
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_i            7583.878430113796     All      0.12264841382315972        -0.022792672210458775      0.04240163390157633        -0.045482756413388455      
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_B           4382.322562450322     All      -0.2598219356990503        0.19217638616111365        0.05761141546858148        0.14980165660565462        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_u            3584.7488679759454    All      -0.1625343844625199        0.07239933949909627        -0.053756494809413434      0.0741267375155461         
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_g            4791.833916428125     All      -0.18770678786948183       0.22878050159182983        -0.05811735399035907       0.13307010161714414        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_MC_r'    6239.467494474501     All      0.3614159656603249         -0.03767519940525155       -0.03569444199623496       -0.13159000117884712       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_MC_V     5391.209105208128     All      0.22526172837295477        0.09508600544481105        -0.021290165204602737      -0.04335259790266264       
Check         All|All|All                              All                   All      0.9955084583160907         0.9964247456516251         0.0003291276165852536      0.0003131523840412473      
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-3014    5359.08198459586      All      5.564572972849577e-05      2.5669208002731234e-05     -0.0005224191728693711     -3.3077507625038563e-05    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_MC_B     4384.798729707593     All      -0.00014258592635125181    7.087168262646388e-05      -0.000243135719951906      5.8680135291304426e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_K3_I           7923.949351888919     All      1.5019387804962162e-05     -1.4350819908178926e-06    5.026254767783396e-05      -3.1167754931325093e-06    
Lambda        Linear_AB11_off|LOSS|LOSS_K3_R           6408.434724344218     All      -0.0001173806607039506     2.1245132074614702e-06     -0.00025989174192724197    2.7328991943771964e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_K3_V           5401.5278109306755    All      2.0670532193574315e-05     4.697220420101151e-06      -0.000420476142805606      -2.3966952227309838e-05    
Lambda        Linear_AB11_off|SWOPE|SWOPE_r            6202.804615306654     All      -3.7012767499962365e-05    -6.319105349619293e-06     -9.669496112494365e-06     9.566430352746367e-06      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_MC_i'    7606.847537067678     All      -2.1945785314897097e-05    3.4579431666261188e-06     -2.5777355896582293e-05    7.124505121723597e-06      
Lambda        Linear_AB11_off|SWOPE|SWOPE_B            4386.494128319988     All      -0.00024057184403517847    9.218193139702272e-05      -0.0003640679327041918     9.214217219925958e-05      
Lambda        Linear_AB11_off|SWOPE|SWOPE_i            7583.878430113796     All      -2.7465347035722857e-05    2.972744174275248e-06      -3.3429877171634124e-05    8.42286581025545e-06       
Lambda        Linear_AB11_off|LOSS|LOSS_K3_B           4382.322562450322     All      -0.00013645730041511632    5.1273036083675675e-05     -0.00021480880388379838    5.156401640609499e-05      
Lambda        Linear_AB11_off|SWOPE|SWOPE_u            3584.7488679759454    All      -0.0002846398967114223     6.636123959435457e-05      -0.0001387038158751405     0.00010814290343025493     
Lambda        Linear_AB11_off|SWOPE|SWOPE_g            4791.833916428125     All      -0.00013120217621701745    -2.295077328671727e-05     -0.000544335035760813      1.0969870694159216e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_MC_r'    6239.467494474501     All      -9.999342528067343e-05     4.438337915609544e-06      -9.1777177633951e-05       2.992126705551521e-05      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_MC_V     5391.209105208128     All      3.348111607820854e-05      2.452092625519623e-05      -0.0005077594713553997     -2.557760175853488e-05     
MWEBV         All|All|All                              All                   All      -0.9774770019160752        -4.051354952903363         0.006149424545899798       -1.0009887556431596        
Redshift      All|All|All                              All                   All      6.187790296438517          -0.4628253762298584        7.027361440963101          -1.852725457738251         
