#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5307.227659880924     All      0.11053564047639647        0.08710289896018963        -0.22479122641319188       -0.01766421483218701       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5369.084334885566     All      0.1286557263076148         0.06720284655976627        0.08231733626069002        -0.016343780026102275      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6186.87244667449      All      0.3270103506104704         -0.038068783738953726      0.2633968572818191         -0.10716409280189412       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_B              4344.558387722462     All      -0.2819827774531851        0.15145773762483827        -0.13562052049174714       0.13513371458327494        
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_B             4340.426702837262     All      -0.3511369806178152        0.31083094987049975        0.1174179906633095         0.22086455870006133        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_g              4746.023048288944     All      -0.21773695948521252       0.18725499045046945        -0.08739579980933186       0.12801912878234642        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_i              7511.375071106625     All      0.13163721340966406        -0.04221068349803403       -0.040486900237364586      -0.05843472385674822       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_I             7848.19484844997      All      0.15379884712338196        -0.02385420515098602       0.11291596717592561        -0.0528285227267968        
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_R             6347.1688367413535    All      0.4832373213594775         -0.011068488499077489      0.0970977512038351         -0.15667863776665458       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_u              3550.477968657019     All      -0.11041984275107253       0.04757363988083796        -0.03170583136426013       0.05004878949023025        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7537.608060513665     All      0.1220395838868863         -0.029902974381634806      0.06453043839917973        -0.046612992901574425      
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_V             5349.8881500800935    All      0.2790880458005314         0.29439568280889006        0.21134627863826186        0.014417614717198868       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_r              6143.5045917080215    All      0.3927998734139593         -0.10212555514517163       -0.417528992471505         -0.17984589593737038       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4341.481426825684     All      -0.17203129666801442       0.0978002004012879         -0.012148528176084462      0.08735086277171947        
Check         All|All|All                                All                   All      0.9954947454130824         0.9963882561429216         -0.0006551793404640967     0.0002618081955034629      
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5307.227659880924     All      1.3296889776927216e-06     5.3418103073649384e-05     -0.0007870460640652531     -1.815534093843095e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5369.084334885566     All      3.75487071147793e-05       2.7167307749577052e-05     -0.00014485371033880404    -9.845719114533683e-06     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6186.87244667449      All      -8.779572647912181e-05     1.532014642394571e-05      -0.00010880467133605424    2.8732779456035207e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_B              4344.558387722462     All      -0.00019830140492376808    0.00010943555957120308     -0.0002256218570016889     9.017158634714652e-05      
Lambda        Linear_AB11_off|LOSS|LOSS_K3_B             4340.426702837262     All      -0.00018406346659487617    3.331801988518347e-05      -0.0002420785132760385     6.0005449563922594e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_g              4746.023048288944     All      -0.00014658777918457637    0.00010183697278252693     -0.0003238551975201194     6.646794459506415e-05      
Lambda        Linear_AB11_off|SWOPE|SWOPE_i              7511.375071106625     All      -9.521877100626945e-06     -2.3392619757739573e-06    -6.668876835128073e-05     -6.363993938998287e-07     
Lambda        Linear_AB11_off|LOSS|LOSS_K3_I             7848.19484844997      All      -8.616769342907086e-07     8.629517321896968e-07      2.774327823957533e-05      1.7998233828346015e-06     
Lambda        Linear_AB11_off|LOSS|LOSS_K3_R             6347.1688367413535    All      -0.00015768053584645607    -1.9854374774511263e-05    -0.0003110732898006826     3.101274279128706e-05      
Lambda        Linear_AB11_off|SWOPE|SWOPE_u              3550.477968657019     All      -0.0002746827575708397     0.00012287588349338394     -9.729372841688583e-05     0.00012515615644010107     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7537.608060513665     All      -3.57210574194249e-05      7.449521322953469e-06      -5.773943658818282e-05     1.1485431898956782e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_K3_V             5349.8881500800935    All      1.4833800384480371e-05     1.4106044573065006e-07     -0.00040794688870552374    -2.2990704785474422e-05    
Lambda        Linear_AB11_off|SWOPE|SWOPE_r              6143.5045917080215    All      -7.62098525561992e-05      -3.8519754654101215e-06    -0.00031450175565534284    9.53457217133782e-06       
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4341.481426825684     All      -0.0001106499577597055     5.2696177487740696e-05     -9.646623583654401e-05     4.8902365126332144e-05     
MWEBV         All|All|All                                All                   All      -0.9174193235212655        -4.022593143887221         0.010194324132734304       -1.011002344612303         
Redshift      All|All|All                                All                   All      6.930575120789766          -1.6236799127787194        6.511159244020552          -2.495839158676765         
