#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|DECam|DECam_i          6347.714281365357    All      1.054169782333075          -0.006205045764851036      0.030663045242462772      -0.34403061592824385      
Zeropoint     AB|DECam|DECam_z          7438.587551387167    All      0.4329711924364616         -0.023050013354719567      0.4236898740429762        -0.1296337762369034       
Zeropoint     AB|DECam|DECam_g          3931.302691158826    All      -0.7957695656670979        0.535685478928194          -0.18532725383408888      0.42542840743323185       
Zeropoint     AB|DECam|DECam_r          5224.993329684514    All      0.30496391922212596        0.4922849277349428         -0.2669112137938079       0.04910559355800169       
Check         All|All|All               All                  All      0.9963353283245645         0.9987153475435662         0.0021144516575422045     0.0008696088260863183     
Lambda        AB|DECam|DECam_i          6347.714281365357    All      -0.0005787133872711837     -3.039769853838174e-05     -0.0008472513017036659    0.00014079552456006505    
Lambda        AB|DECam|DECam_z          7438.587551387167    All      -0.00013862563313802914    -1.2739802401197491e-05    -0.0004673750785085027    2.014835341406084e-05     
Lambda        AB|DECam|DECam_g          3931.302691158826    All      -0.000645882102318062      0.00037247286658019757     -0.0005102970244026745    0.000308939503763874      
Lambda        AB|DECam|DECam_r          5224.993329684514    All      -9.00587778003171e-05      4.3940608798161456e-05     -0.0009917481737707992    -6.091573967820725e-07    
MWEBV         All|All|All               All                  All      -0.4970254818419666        -3.117787984558973         0.07836220704393604       -0.8501716222644908       
Redshift      All|All|All               All                  All      5.6578842786286225         0.35030316038451303        -1.3445838409851696       -1.7888563858172892       
