#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  CfA1_FLWO
@BAND  CfA1_FLWO_V_thin
@MAGSYS  Linear_AB11_off
49987.14000000013  17.3582  0.03
49988.27000000002  17.2991  0.03
49989.25  17.257900000000003  0.04
49992.20999999996  17.2315  0.03
49994.12999999989  17.2412  0.03
49998.14999999991  17.244799999999998  0.03
50000.10000000009  17.337799999999998  0.03
50001.10000000009  17.3672  0.02
50002.200000000186  17.3878  0.03
50004.200000000186  17.518700000000003  0.03
50005.200000000186  17.571099999999998  0.03
50007.200000000186  17.6841  0.03
50008.200000000186  17.7168  0.03
50009.200000000186  17.797700000000003  0.03
50011.200000000186  17.951  0.03
50013.200000000186  18.064899999999998  0.02
50017.10000000009  18.267599999999998  0.03
50026.10000000009  18.865699999999997  0.03
50029.10000000009  18.9454  0.03
50031.10000000009  18.993000000000002  0.02
50033.200000000186  19.112399999999997  0.04
50048.200000000186  19.5946  0.05
