#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  SWOPE
@BAND  SWOPE_B
@MAGSYS  Linear_AB11_off
53775.18  16.697  0.007
53778.36  15.908  0.008
53780.37  15.604  0.009
53783.22  15.408  0.007
53784.33  15.373  0.007
53785.31  15.363  0.007
53786.34  15.361  0.007
53788.35  15.419  0.007
53790.3  15.509  0.007
53795.28  15.898  0.006
53798.3  16.226  0.007
53799.3  16.319  0.007
53802.29  16.646  0.009
53804.28  16.844  0.009
53805.24  16.928  0.011
53809.24  17.242  0.023
53815.22  17.731  0.014
53818.29  17.905  0.016
53824.25  18.125  0.013
53831.21  18.19  0.014
53832.28  18.215  0.013
53835.17  18.244  0.016
53838.2  18.277  0.042
53841.24  18.331  0.022
53845.16  18.288  0.013
53850.17  18.372  0.014
53853.17  18.419  0.013
53858.1  18.499  0.027
53862.17  18.514  0.021
53866.12  18.497  0.023
53870.14  18.569  0.033
53872.13  18.606  0.018
53890.09  18.904  0.024
53891.09  18.86  0.025
53905.96  19.137  0.021
