#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5436.838936120977     All      0.2865194127576184         0.09727503829743966        0.0010824358927984466      -0.061594814574223236      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_u              3595.282856037615     All      -0.16326017664588421       0.07371565213185605        -0.0364399483917008        0.07556467617201214        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7632.72812132005      All      0.13532038094582122        -0.022653431556118875      0.027982881984947822       -0.05020852041368152       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_B             4395.200266093005     All      -0.18497335987071478       0.1428463177452599         0.03222795209888169        0.10821983943111449        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6264.9470399147385    All      0.4163386778946675         -0.037124651797926234      0.006960185466864078       -0.14739732387089036       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_g              4805.914992433223     All      -0.1955038384875955        0.25652777813331973        0.02885689841382391        0.14852931977316258        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5374.201667240866     All      0.23351028205636712        0.10109983255119914        0.021191623447887678       -0.04218475475335745       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_i              7606.164087432123     All      0.11637936587432073        -0.019065808462315204      0.03128583689324184        -0.04272280608542729       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_V             5417.40050705827      All      0.20670529671774268        0.07826891017570503        0.057471253445062306       -0.03927127844301762       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_I             7947.234326917367     All      0.08135482209691422        -0.01427939139166945       0.015711400264333104       -0.03045008197145604       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_B              4399.384090345807     All      -0.28467263224938955       0.19025847518534533        -0.08468276629861578       0.15092168353479626        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4396.268300061079     All      -0.32279762078106106       0.21544811826803567        -0.07761767708190943       0.17186062452406356        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_r              6221.03190881394      All      0.39912346058247594        -0.03855477285896747       -0.016653817364219402      -0.1433093831988083        
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_R             6427.266273600931     All      0.27141491215696345        -0.02730475415102518       -0.007345526863676433      -0.09763062002876623       
Check         All|All|All                                All                   All      0.9954589830482461         0.9964573122701381         3.07319077190284e-05       0.00032656009552102516     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5436.838936120977     All      2.5321224309482688e-05     -1.9664702918672053e-05    -0.0003622435521440142     -3.081866249898524e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_u              3595.282856037615     All      -0.0002263355883865836     6.894403099916814e-05      -0.00023075823105590202    8.588460642706618e-05      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7632.72812132005      All      -2.781068718840026e-05     3.3587457092703846e-06     -1.6899529758980493e-05    9.398761342244403e-06      
Lambda        Linear_AB11_off|LOSS|LOSS_K3_B             4395.200266093005     All      -3.946036853159049e-05     1.833272567445006e-05      -5.326862880261925e-05     1.6447977869733457e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6264.9470399147385    All      -0.00014412797598335828    -1.6402750908181227e-06    -0.0002107794044471676     3.700681514113297e-05      
Lambda        Linear_AB11_off|SWOPE|SWOPE_g              4805.914992433223     All      -4.1477585262406e-05       -5.242717529562905e-05     -0.0005399636597154256     -2.76627398743441e-05      
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5374.201667240866     All      3.442816846981501e-05      -1.1846838805875745e-06    -0.00030031496320033805    -2.5001955149462188e-05    
Lambda        Linear_AB11_off|SWOPE|SWOPE_i              7606.164087432123     All      -3.052249655783259e-05     4.064194848330541e-06      -1.6860453023267802e-05    1.0513618678167896e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_K3_V             5417.40050705827      All      3.236755331774713e-05      3.861144130255671e-06      -9.994684186577575e-05     -1.3745643818600242e-05    
Lambda        Linear_AB11_off|LOSS|LOSS_K3_I             7947.234326917367     All      8.299104781619267e-06      -9.700433485716576e-07     1.1150216627794484e-05     -2.5216835349130555e-06    
Lambda        Linear_AB11_off|SWOPE|SWOPE_B              4399.384090345807     All      -0.0001144375842541127     3.69394069831698e-05       -0.00021744046667920345    3.96050968411178e-05       
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4396.268300061079     All      -0.0001222462297226354     4.6569064648527126e-05     -0.00019781318637119048    4.616120125026366e-05      
Lambda        Linear_AB11_off|SWOPE|SWOPE_r              6221.03190881394      All      -9.618254669141705e-05     -5.799473656513809e-06     -0.00016657864346346214    2.200710061251105e-05      
Lambda        Linear_AB11_off|LOSS|LOSS_K3_R             6427.266273600931     All      -7.576076234245065e-05     3.3482949306571356e-07     -8.196988485899937e-05     2.1128898244245425e-05     
MWEBV         All|All|All                                All                   All      -0.993426442780287         -4.061245148090675         0.0014819279547598763      -0.9992233489187577        
Redshift      All|All|All                                All                   All      4.418363966111533          0.4499672347616279         0.8446688402650507         -1.2549436808578482        
