#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  SWOPE
@BAND  SWOPE_u
@MAGSYS  Linear_AB11_off
53775.18  18.549  0.044
53778.36  17.818  0.035
53783.22  17.461  0.034
53784.33  17.475  0.027
53785.31  17.479  0.026
53786.34  17.496  0.019
53788.35  17.563  0.018
53790.3  17.728  0.018
53795.28  18.123  0.021
53798.3  18.45  0.024
53799.3  18.609  0.026
53802.29  19.027  0.032
53804.28  19.238  0.042
53805.24  19.383  0.06
53809.24  19.667  0.175
53815.22  20.247  0.079
53818.29  20.456  0.088
53819.27  20.522  0.049
53824.25  20.712  0.116
