#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5436.838936120977     All      0.25992851456413213        0.09509516795835893        -0.059379773721734974      -0.05634149042529346       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_u              3595.282856037615     All      -0.1523685635093731        0.07528761763602176        -0.05362824550342038       0.07176192557375449        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7632.72812132005      All      0.1023479191975363         -0.02045697246253475       0.017171219299882967       -0.0392353207218199        
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_B             4395.200266093005     All      -0.15809496771970594       0.13689440548665388        0.036110281101339736       0.09769917971245712        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6264.9470399147385    All      0.38659306405069366        -0.048087870506541286      -0.010032950277166774      -0.14203760545446475       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_g              4805.914992433223     All      -0.14905311849335973       0.277808707992655          0.08342485945764394        0.14276580854453158        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5374.201667240866     All      0.2247454144251884         0.1218404377330895         0.01989712471172078        -0.03263161909009549       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_i              7606.164087432123     All      0.08873613933918134        -0.016864904451718843      0.023125214844599284       -0.033365762005599375      
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_V             5417.40050705827      All      0.14596532426750758        0.06876872943535339        0.019050170025938784       -0.02429534903537478       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_I             7947.234326917367     All      0.05607904220817655        -0.011313247418520689      0.008723715665184817       -0.021562586508327986      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_B              4399.384090345807     All      -0.27302019444196723       0.21271913106746254        -0.05195425045618207       0.15590279908694882        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4396.268300061079     All      -0.27004545298585697       0.2171805849128905         -0.025795107734871703      0.1575544326185896         
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_r              6221.03190881394      All      0.37464714166047886        -0.048813426470628585      -0.024125990375717388      -0.13901167062299047       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_R             6427.266273600931     All      0.2226151718587459         -0.030359132863688743      -0.017059189858507906      -0.08316332694887629       
Check         All|All|All                                All                   All      0.8590754344213778         1.0296992280488526         -0.034472922821290886      0.054039414723439094       
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5436.838936120977     All      0.00016092455294786534     9.104241173870024e-05      -0.0003157751568729225     -3.68545073943829e-05      
Lambda        Linear_AB11_off|SWOPE|SWOPE_u              3595.282856037615     All      -0.0007854383149586277     0.0003762631256674528      -0.00026475983932107547    0.0003665893624231574      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7632.72812132005      All      -7.300530103119181e-06     2.5752999790235134e-06     -5.17673897493163e-06      2.9858686783638635e-06     
Lambda        Linear_AB11_off|LOSS|LOSS_K3_B             4395.200266093005     All      -0.0002529273794139899     0.00020493967922623617     -1.5442167019595286e-05    0.00014845325138714707     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6264.9470399147385    All      0.00010597316473841422     -2.5370320671922263e-05    -0.00018112999284237746    -5.086589395105609e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_g              4805.914992433223     All      -0.00021781993178064213    0.00026360360507310425     -0.000426153024488628      0.0001377982320843011      
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5374.201667240866     All      0.00010755547959501432     0.00012699344400744913     -0.00033503577428110865    -8.619523343347584e-06     
Lambda        Linear_AB11_off|SWOPE|SWOPE_i              7606.164087432123     All      -2.40064307039626e-05      6.749526430283038e-06      -1.3764819503271727e-05    9.403966404657138e-06      
Lambda        Linear_AB11_off|LOSS|LOSS_K3_V             5417.40050705827      All      0.00011534175189415756     7.727204537609516e-05      -8.912043599891003e-05     -1.6377591612349536e-05    
Lambda        Linear_AB11_off|LOSS|LOSS_K3_I             7947.234326917367     All      1.7048730612743777e-05     -6.624450338452153e-07     1.4840402968050614e-05     -5.106853563506859e-06     
Lambda        Linear_AB11_off|SWOPE|SWOPE_B              4399.384090345807     All      -0.0004713999784276174     0.0003210430913783832      -0.00029436987457810704    0.00024498840292794786     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4396.268300061079     All      -0.0004482711242624632     0.000332709135448345       -0.00017883924196985106    0.0002464101900849963      
Lambda        Linear_AB11_off|SWOPE|SWOPE_r              6221.03190881394      All      0.00016420972746947551     -4.1608546556007015e-05    -0.00021831746413075273    -7.678428879850021e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_K3_R             6427.266273600931     All      4.475451813824101e-05      -1.7473978203835215e-05    -9.824988427847046e-05     -2.4654309605285567e-05    
MWEBV         All|All|All                                All                   All      -0.985538981056691         -4.066215757779013         -0.0027744006143581856     -1.0036015861910386        
Redshift      All|All|All                                All                   All      3.9326366150108747         -5.606512196470881         1.638860213715787          -3.034079792248434         
