#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|WFC3|WFC3_f125w        4657.831428116557     All      -2.1158514362243515        1.294042047253896          -0.12868071074756254      1.104972060620792          
Zeropoint     AB|WFC3|WFC3_f160w        5717.1464887351585    All      3.1149022003300972         -0.29260405107578435       0.13047285684460488       -1.1041144853479383        
Check         All|All|All               All                   All      0.9990507641057457         1.0014379961781117         0.0017921460970423408     0.0008575752728536834      
Lambda        AB|WFC3|WFC3_f125w        4657.831428116557     All      -3.2567856805580805e-05    -0.00022503023578786098    -0.0016643000698751955    -0.00013696139692351205    
Lambda        AB|WFC3|WFC3_f160w        5717.1464887351585    All      -0.0007301903886469564     9.117430230081862e-05      0.0005425198141976158     0.00029175566954164445     
MWEBV         All|All|All               All                   All      -0.08784141894334874       -0.8850409192888264        -0.010731046219371342     -0.2601529816539191        
Redshift      All|All|All               All                   All      1.9410827982275207         0.4632252083926147         0.8714958372300808        -0.4424959804997996        
