#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                     dmB/dP                    ds/dP                     dc/dP                     
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    5265.452653292917    All      -2.0204830026250047        1.9751676283403796        -0.4024341453465311       1.2835560759129998        
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    6305.384758554948    All      3.018189201668967          -0.9707934293233578       0.4063406423547294        -1.281209759931507        
Check         All|All|All                            All                  All      0.9977061990439624         1.0043741990170219        0.003906497008198284      0.002346315981492708      
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    5265.452653292917    All      -0.00024199818496871861    -4.374554496332411e-06    -0.0011973742385193167    2.39685211059413e-05      
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    6305.384758554948    All      -0.0011149836276814142     0.00027022317124967703    -0.0014185705881655517    0.00038790313627114356    
MWEBV         All|All|All                            All                  All      -0.5368982689946318        -3.015129107206249        -0.008906474408739855     -0.8076387704252816       
Redshift      All|All|All                            All                  All      6.017723463181141          0.3668806991022677        3.946114459647544         -1.6645684309795308       
