#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LCOGT
@BAND  LCOGT_B
@MAGSYS  Linear_AB11_off
58579.45169  18.116  0.03
58579.44909  18.12  0.03
58582.43088  16.822  0.028
58582.42827  16.839  0.028
58585.41522  16.093  0.028
58585.4126  16.005  0.028
58587.37516  15.758  0.028
58587.37778  15.73  0.028
58589.39134  15.664  0.04
58589.39396  15.481  0.04
58590.43369  15.49  0.028
58590.43106  15.473  0.028
58592.30381  15.469  0.029
58592.30212  15.403  0.029
58598.42906  15.456  0.028
58598.42735  15.452  0.028
58602.33586  15.711  0.028
58602.33755  15.677  0.028
58606.20302  16.022  0.029
58608.28391  16.193  0.028
58608.28559  16.194  0.028
58612.32363  16.567  0.028
58612.3219  16.559  0.028
58622.38615  17.381  0.04
58622.38788  17.387  0.042
58633.37446  17.919  0.032
58633.3762  17.924  0.031
58640.35112  18.181  0.033
58640.34943  18.213  0.032
58650.29634  18.439  0.061
58650.29804  18.562  0.067
58664.12993  18.865  0.058
58664.12823  18.851  0.061
58689.22178  19.379  0.047
58695.11831  19.491  0.062
58695.12209  19.617  0.058
58703.17526  19.63  0.056
58703.17903  19.542  0.053
58711.16216  19.793  0.085
58711.15838  19.774  0.086
58721.12894  20.073  0.08
58721.13271  20.154  0.075
58729.11383  20.07  0.064
58729.11006  20.15  0.073
