#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|SDSS|SDSS_i            5445.188290892251     All      1.1083121951390822         0.21515799297020521        -0.8131863601637433       -0.3272184799711107        
Zeropoint     AB|SDSS|SDSS_r            4490.229673133094     All      0.7536364635763543         0.6056110366229106         1.6803446817535153        0.026769314152048213       
Zeropoint     AB|SDSS|SDSS_g            3436.3098202830706    All      -0.9923206109333655        0.16755228403653177        -0.7277827929594405       0.3453311571122            
Zeropoint     AB|SDSS|SDSS_z            6473.874974311527     All      0.12591640808515456        0.010144132249578774       -0.13491814672325914      -0.043731616266013774      
Check         All|All|All               All                   All      0.9955444558672253         0.9984654458792264         0.004457381907072289      0.0011503750271237498      
Lambda        AB|SDSS|SDSS_i            5445.188290892251     All      4.68177759552896e-07       -5.6958936645553285e-05    -0.002304670541808063     -0.00012155276176964522    
Lambda        AB|SDSS|SDSS_r            4490.229673133094     All      -0.00041184390785301255    -0.00022019257235358366    -0.0023374978776043893    -4.188464942422556e-05     
Lambda        AB|SDSS|SDSS_g            3436.3098202830706    All      -0.001560041703538544      0.00020385561493443564     -0.001835841653364817     0.0004926342058508142      
Lambda        AB|SDSS|SDSS_z            6473.874974311527     All      -4.0001144131368345e-05    -8.012746648910685e-06     -9.144453851056948e-05    6.338923682902163e-06      
MWEBV         All|All|All               All                   All      -0.6828633391180887        -2.6304800081573987        -0.20482274658399097      -0.6435431222545005        
Redshift      All|All|All               All                   All      5.533899449593527          1.2705583036424883         11.469677460055792        -0.8768714442747217        
