#Format:        
#Parameter MagSys|Instrument|Band RestLamb Phase dmu/dP dmB/dP ds/dP dc/dP
Zeropoint Linear_AB11_off|MOSAICII|MOSAICII_I 6305.384758554948 All 3.048755174059905 -1.147415142561158 -1.6721432141988224 -1.4414507938000982
Zeropoint Linear_AB11_off|MOSAICII|MOSAICII_R 5265.452653292917 All -2.672036811753342 2.488257667146156 -3.2018587177849396 1.5379934314537334
Check All|All|All All All 0.3767183623065627 1.340842524584998 -4.874001931983762 0.09654263765363513
