#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|DECam|DECam_z          6299.399466739184     All      0.9569232087650539         0.04902312116588092        -0.01709428092793175      -0.29649576680335493      
Zeropoint     AB|DECam|DECam_g          3329.2403840374254    All      -0.39574355468630784       0.17735680301314005        0.08853817389997687       0.1906286930044771        
Zeropoint     AB|DECam|DECam_i          5375.588804031592     All      0.7565102824387744         0.26490065337227975        -0.129802411444091        -0.1659259151251906       
Zeropoint     AB|DECam|DECam_r          4424.807796823266     All      -0.3203185336955985        0.5063214192324139         0.06533268201365239       0.2721793258514276        
Check         All|All|All               All                   All      0.997371402821922          0.9976019967837146         0.006974163541606515      0.0003863369273591766     
Lambda        AB|DECam|DECam_z          6299.399466739184     All      -0.0005603332945188621     -7.935202430769618e-05     -0.0009468358355941796    0.00011441848883868514    
Lambda        AB|DECam|DECam_g          3329.2403840374254    All      -0.0008028246164001442     0.0003479566512961269      -2.302518662022885e-05    0.00037381981013983706    
Lambda        AB|DECam|DECam_i          5375.588804031592     All      0.00014315262979931861     3.4719230626842104e-05     -0.0006238714474392235    -6.316084282464174e-05    
Lambda        AB|DECam|DECam_r          4424.807796823266     All      -0.00014735923634494392    -0.00017388228684955186    -0.001305816821144775     -6.691203745975313e-05    
MWEBV         All|All|All               All                   All      -0.45124647261481865       -2.410529999855804         -0.0050152615559406755    -0.6384269114248042       
Redshift      All|All|All               All                   All      2.9831339475659444         0.5337212771115318         -0.7639076244971177       -0.8319439788307875       
