#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|DECam|DECam_z          6299.399466739184     All      0.907014002842704          0.09191230775140724        0.21850533272668232        -0.25575454869958997      
Zeropoint     AB|DECam|DECam_g          3329.2403840374254    All      -0.4796662362342032        0.2040449959869406         -0.005412701265512355      0.22246569776800282       
Zeropoint     AB|DECam|DECam_i          5375.588804031592     All      0.7661590730459662         0.2879112331003242         -0.045358944885644105      -0.15780521674103432      
Zeropoint     AB|DECam|DECam_r          4424.807796823266     All      -0.20029286846111316       0.41497724172305794        -0.16458641289018136       0.19306898098313235       
Check         All|All|All               All                   All      0.9932139711933538         0.99884577856173           0.0031472736853445094      0.0019749133105108896     
Lambda        AB|DECam|DECam_z          6299.399466739184     All      -0.0002677428832951285     -4.280599154382475e-05     -0.00043538265525294923    5.3840217583599256e-05    
Lambda        AB|DECam|DECam_g          3329.2403840374254    All      -0.0009428728717284763     0.0003488223482038239      -0.0004737058761304417     0.0003996083110431367     
Lambda        AB|DECam|DECam_i          5375.588804031592     All      0.0001611913755828362      4.9802957497594424e-05     -0.0005577124888358185     -6.11710192364003e-05     
Lambda        AB|DECam|DECam_r          4424.807796823266     All      -0.00015270089739515403    -0.00016782918857805214    -0.0013666602449665542     -6.591555203365343e-05    
MWEBV         All|All|All               All                   All      -0.4704765477336521        -2.393329624173468         0.04572565465273362        -0.6242959810268376       
Redshift      All|All|All               All                   All      2.2427773854543354         0.5134622184643334         -0.9010161102360535        -0.6035030534502741       
