Salt2Model
BEGIN_OF_FITPARAMS Salt2Model
DayMax 50557.829340739496 0.07390634900169295
Redshift 0.009273081846508628 0 F
Color 0.09927853881400289 0.01878170317805176
X0 0.031010299263741124 0.0008741087598486938
X1 -0.7055612694698497 0.1412474137202205
RestFrameMag_0_UX 14.176299987911682 0.0
RestFrameMag_0_B 14.414363031908778 0.030604397571023678
RestFrameMag_0_V 14.296631853910977 0.0
RestFrameMag_0_R 14.240153712231123 0.0
CovDayMaxDayMax 0.00546214842276004 -1
CovDayMaxRestFrameMag_0_B 0.0005030004290228238 -1
CovDayMaxX1 0.0011732474729903586 -1
CovDayMaxColor 0.0003136483278561589 -1
CovRestFrameMag_0_BDayMax 0.0005030004290228239 -1
CovRestFrameMag_0_BRestFrameMag_0_B 0.00093662915068528 -1
CovRestFrameMag_0_BX1 0.003672037775914006 -1
CovRestFrameMag_0_BColor 0.0004816470581258585 -1
CovX1DayMax 0.001173247472990359 -1
CovX1RestFrameMag_0_B 0.003672037775914006 -1
CovX1X1 0.01995083188265114 -1
CovX1Color 0.0016541565287969432 -1
CovColorDayMax 0.000313648327856159 -1
CovColorRestFrameMag_0_B 0.00048164705812585854 -1
CovColorX1 0.0016541565287969432 -1
CovColorColor 0.00035275237426843966 -1

dmu_estimate 0.03596003603095566
FirstPhase  -10.610944581808187
LastPhase  42.001178891201114
LatestNegPhase  -6.439625564500829
EarliestPosPhase  10.235742383768729
NightsNegPhase  5
NightsPosPhase  7

salt3source   1
salt2_version   salt3-f22
