#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                    ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|CfA2_FLWO|CfA2_AC_SAO_I    8239.527328203336     All      0.2393377046663265         -0.022613103309376825     0.05605383909835711        -0.08282457069030241       
Zeropoint     Linear_AB11_off|CfA2_FLWO|CfA2_AC_SAO_R    6368.8733828144605    All      1.0052548350380286         -0.008937883599102747     0.05151159248485634        -0.3280572086210769        
Zeropoint     Linear_AB11_off|CfA2_FLWO|CfA2_AC_SAO_V    5389.954080070361     All      0.7212581898995238         0.37407575358909817       0.28872567491997203        -0.10020424066657638       
Zeropoint     Linear_AB11_off|CfA2_FLWO|CfA2_AC_SAO_B    4367.165267195776     All      -0.5767643947289355        0.40515732897898893       -0.5412979962990497        0.2956885661937963         
Zeropoint     Linear_AB11_off|CfA2_FLWO|CfA2_AC_SAO_U    3655.279713980882     All      -0.39259282125983586       0.25090752105696446       0.14802232686239247        0.21621478863092775        
Check         All|All|All                                All                   All      0.9964935136151074         0.998589616716572         0.0030154370665281816      0.0008173348467683805      
Lambda        Linear_AB11_off|CfA2_FLWO|CfA2_AC_SAO_I    8239.527328203336     All      -2.3041861130797612e-05    -6.915373243522581e-07    -1.1063228387873899e-05    6.7865346961910845e-06     
Lambda        Linear_AB11_off|CfA2_FLWO|CfA2_AC_SAO_R    6368.8733828144605    All      -0.00022768347587178662    -3.284601657663857e-05    -0.00025205670301299294    5.221683745354007e-05      
Lambda        Linear_AB11_off|CfA2_FLWO|CfA2_AC_SAO_V    5389.954080070361     All      0.0001714633422760381      -5.569598343489007e-05    -0.000791906997919469      -0.00010933243792374444    
Lambda        Linear_AB11_off|CfA2_FLWO|CfA2_AC_SAO_B    4367.165267195776     All      -0.00035291259883350995    3.304437459204794e-05     -0.0012528990773536823     6.980775238700437e-05      
Lambda        Linear_AB11_off|CfA2_FLWO|CfA2_AC_SAO_U    3655.279713980882     All      -0.0008364739580752696     0.00025155259433203226    -0.0009970466809042682     0.00030991242903042905     
MWEBV         All|All|All                                All                   All      -1.050044465917623         -3.958067682279287        0.15097197050162472        -0.9405016470367888        
Redshift      All|All|All                                All                   All      6.151706332832036          -0.34504365268639425      2.2370259896839593         -2.0163770113784127        
