#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     Linear_AB11_off|CfA2_FLWO|CfA2_AC_SAO_I    8239.527328203336     All      0.2472421236766626         -0.03878519116820023       -0.028056889816019392     -0.09442055659597964       
Zeropoint     Linear_AB11_off|CfA2_FLWO|CfA2_AC_SAO_R    6368.8733828144605    All      0.9825819420495429         -0.0423579476888758        -0.1143793961525641       -0.338960868733329         
Zeropoint     Linear_AB11_off|CfA2_FLWO|CfA2_AC_SAO_V    5389.954080070361     All      0.7111922650910273         0.37255384989127727        0.37091056342073436       -0.09375363778863499       
Zeropoint     Linear_AB11_off|CfA2_FLWO|CfA2_AC_SAO_B    4367.165267195776     All      -0.5411023397825636        0.4141233087554319         -0.49678655722033005      0.2889791173286027         
Zeropoint     Linear_AB11_off|CfA2_FLWO|CfA2_AC_SAO_U    3655.279713980882     All      -0.40612256489453996       0.29006604860999374        0.25805532492286787       0.23828735928956568        
Check         All|All|All                                All                   All      0.9937914261401294         0.9956000683996269         -0.010256954845311306     0.00013141350022471965     
Lambda        Linear_AB11_off|CfA2_FLWO|CfA2_AC_SAO_I    8239.527328203336     All      -2.2016822578811737e-05    -3.3495822364087773e-06    -1.714397320097843e-05    5.315477528947529e-06      
Lambda        Linear_AB11_off|CfA2_FLWO|CfA2_AC_SAO_R    6368.8733828144605    All      -0.00014897499459848822    -1.235699632957793e-05     -9.039567412862874e-05    4.0467032870777895e-05     
Lambda        Linear_AB11_off|CfA2_FLWO|CfA2_AC_SAO_V    5389.954080070361     All      0.000236995131724843       -3.797241872220136e-05     -0.0007337783707087707    -0.00012231113590688793    
Lambda        Linear_AB11_off|CfA2_FLWO|CfA2_AC_SAO_B    4367.165267195776     All      -0.0003971355247612902     9.496595276688748e-05      -0.001351245652920768     9.999375344561318e-05      
Lambda        Linear_AB11_off|CfA2_FLWO|CfA2_AC_SAO_U    3655.279713980882     All      -0.0009392238633451822     0.0004239069340262282      -0.0004624848010223152    0.0004233779738212877      
MWEBV         All|All|All                                All                   All      -1.0412100393502075        -3.9696166624211937        0.09523113513090209       -0.9496286506703755        
Redshift      All|All|All                                All                   All      6.3842397488556255         -1.1127453423186218        1.926402105031444         -2.356048209376202         
