#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                    dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|PS|PS_r                3745.8987221304055    All      -2.1072604818041865       0.20639548812848574        -0.6378920270009648       0.7251676749946384         
Zeropoint     AB|PS|PS_z                5214.228808349967     All      1.1606207605982395        0.050264729267546215       -0.715673227939924        -0.3936166982275124        
Zeropoint     AB|PS|PS_i                4537.094626887903     All      1.9476036769900709        0.7419152883842983         1.3525642556743356        -0.3323736435108757        
Check         All|All|All               All                   All      1.0009639557841241        0.9985755057803303         -0.0010009992665533929    -0.0008226667437497004     
Lambda        AB|PS|PS_r                3745.8987221304055    All      -0.0029844363802020287    0.0002579738204676231      -0.0014495544227567006    0.0009914727181602554      
Lambda        AB|PS|PS_z                5214.228808349967     All      0.0006861687211728023     3.235823510110532e-05      -0.0004475566536401123    -0.00023293998293823855    
Lambda        AB|PS|PS_i                4537.094626887903     All      -0.000625243370155821     -0.00023322746800013398    -0.0027088178150604537    6.810378336288202e-06      
MWEBV         All|All|All               All                   All      -0.17021204438697524      -2.0207440140753263        -0.03831648544203723      -0.604489031984987         
Redshift      All|All|All               All                   All      9.203668597551962         1.5428973621938624         8.837288153310254         -2.1009976411578486        
