#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|DECam|DECam_z          7220.286253190464    All      0.5921141467788054         0.04739732712408795        0.48720209323306435        -0.15569059702989826       
Zeropoint     AB|DECam|DECam_r          5071.654699324972    All      0.3385054393723611         0.29510619498935853        -0.7375865034372352        -0.04705165972439864       
Zeropoint     AB|DECam|DECam_g          3815.930185941202    All      -0.7582588620521655        0.5699834171954521         0.23509072936908348        0.44314322774305603        
Zeropoint     AB|DECam|DECam_i          6161.426997841296    All      0.8249101432489706         0.08603254336936317        0.017964276160072037       -0.23987507949370604       
Check         All|All|All               All                  All      0.9972708673479718         0.9985194826782617         0.0026705953249846724      0.0005258914950530824      
Lambda        AB|DECam|DECam_z          7220.286253190464    All      -4.5209654570477865e-05    -2.4643906596470464e-05    -0.0003035743221022178     -6.848187020845747e-06     
Lambda        AB|DECam|DECam_r          5071.654699324972    All      -6.423778605744014e-05     -3.652263017319605e-05     -0.0015089539614254197     -5.8309946850501115e-05    
Lambda        AB|DECam|DECam_g          3815.930185941202    All      -0.0010562630591997365     0.0006915575615282702      -0.0003581894572561677     0.0005533383273888964      
Lambda        AB|DECam|DECam_i          6161.426997841296    All      -3.188608477704473e-05     -1.7747898338222798e-05    -0.00021324123101355608    -4.910704302943077e-06     
MWEBV         All|All|All               All                  All      -0.4622117972855593        -2.9743210893579786        0.08746700757311002        -0.8143733915423137        
Redshift      All|All|All               All                  All      4.494275926349333          0.4205353724902494         3.4029345109634024         -1.1750939823638755        
