#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|DECam|DECam_z          7220.286253190464    All      0.521226990263194          0.025487948467173283       0.2924951183017943         -0.14842580149468237      
Zeropoint     AB|DECam|DECam_r          5071.654699324972    All      0.3923408464808478         0.3449458386938886         -0.6554646665220654        -0.04468849091220917      
Zeropoint     AB|DECam|DECam_g          3815.930185941202    All      -0.7712815049874445        0.5431507353989673         0.24776577333442962        0.43921047274698005       
Zeropoint     AB|DECam|DECam_i          6161.426997841296    All      0.8550075926648425         0.08489631262165176        0.11900391449146674        -0.24553998168008462      
Check         All|All|All               All                  All      0.9972939244214397         0.998480835181681          0.003800139605625308       0.0005561986600038926     
Lambda        AB|DECam|DECam_z          7220.286253190464    All      -7.682882868526608e-05     -2.6250237500000458e-05    -0.00031044250424924183    2.6214879814721465e-06    
Lambda        AB|DECam|DECam_r          5071.654699324972    All      -7.88676659906131e-05      -6.515879320322848e-05     -0.001372865774134384      -5.679926327981304e-05    
Lambda        AB|DECam|DECam_g          3815.930185941202    All      -0.0010154562003371836     0.0005163067734879998      -0.0009226830412217785     0.0004577704876800651     
Lambda        AB|DECam|DECam_i          6161.426997841296    All      -0.00012140624829036995    -3.3533124188120764e-05    -0.00029335695559154246    1.553199387172895e-05     
MWEBV         All|All|All               All                  All      -0.4682967439921244        -2.966607554683165         0.13483189667713447        -0.8077650947381998       
Redshift      All|All|All               All                  All      4.8159287963844735         0.9418369487477207         4.4311387098135535         -1.064177799476318        
