#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|MEGACAMPSF|i           4783.794564637068     All      1.4182169925453225         0.40860591278786274        -0.8979302068928052       -0.3689340449842912       
Zeropoint     AB|MEGACAMPSF|r           3913.5853515714693    All      -0.9595622069651084        0.361263273588186          -0.4477385805426837       0.4102557964231097        
Zeropoint     AB|MEGACAMPSF|z           5521.0112196611335    All      0.9262296752698687         0.16617678510435496        0.9863658638639194        -0.20355725303457875      
Zeropoint     AB|MEGACAMPSF|g           3059.8230584673865    All      -0.3924445977640968        0.06290788132314873        0.3789002644782047        0.16523186166799986       
Check         All|All|All               All                   All      0.9924398630859859         0.9989538528035524         0.01959734090663523       0.0029963600722396067     
Lambda        AB|MEGACAMPSF|i           4783.794564637068     All      -1.7920901236324387e-05    -4.475235404969672e-06     -6.330469748382031e-06    4.097195920464618e-06     
Lambda        AB|MEGACAMPSF|r           3913.5853515714693    All      -0.001404974555836741      0.0002767815048010856      -0.0023037442008256217    0.0004449977541122855     
Lambda        AB|MEGACAMPSF|z           5521.0112196611335    All      -0.00023478361837914316    -5.6454050916949746e-05    -0.0005272628415902681    3.4558488001409346e-05    
Lambda        AB|MEGACAMPSF|g           3059.8230584673865    All      -0.0010839382033624022     0.0001579220558525239      0.0008736587112310161     0.00044350211812820044    
MWEBV         All|All|All               All                   All      -0.3257157234458885        -2.087244862773119         0.33440248854098575       -0.5588651460576923       
Redshift      All|All|All               All                   All      2.885327249014856          -0.1938680006812632        0.9216033457077832        -0.9618682707928837       
