#Format:        
#Parameter MagSys|Instrument|Band RestLamb Phase dmu/dP dmB/dP ds/dP dc/dP
Zeropoint AB|MEGACAMPSF|z 5789.417776163525 All 0.34102804632712536 -0.013473981465411455 -0.9535715394849198 -0.1580264914338667
Zeropoint AB|MEGACAMPSF|i 5021.179278446066 All 1.1335863796353034 0.3548243108469986 -0.3285953992615558 -0.2683321298003707
Zeropoint AB|MEGACAMPSF|g 3216.5264892091327 All -0.18454601733272816 0.0397475499297979 -0.016200458437887755 0.07233684184251969
Zeropoint AB|MEGACAMPSF|r 4106.563595963895 All -1.1624832626018433 0.45245414746655044 -0.25518221172807054 0.5146506342220353
Check All|All|All All All 0.12758514602785698 0.8335520267779355 -1.553549608912434 0.16062885483031758
