#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                    dmB/dP                    ds/dP                      dc/dP                     
Zeropoint     AB|DECam|DECam_z          5580.068405740404     All      1.7852905180606913        0.16124246009407983       0.05664334688285533        -0.5264781496559154       
Zeropoint     AB|DECam|DECam_i          4761.7480691624905    All      0.7304766506422397        0.3066853101703515        0.05745596906738468        -0.1354787858989109       
Zeropoint     AB|DECam|DECam_r          3919.5371430077284    All      -1.518429494773342        0.5310954946622815        -0.11429470915509408       0.6624972684955621        
Check         All|All|All               All                   All      0.997337673929589         0.9990232649267128        -0.00019539320485408018    0.0005403329407357438     
Lambda        AB|DECam|DECam_z          5580.068405740404     All      2.5488627671956945e-05    1.1912478437856856e-05    0.0002408462183002376      6.32566210847963e-06      
Lambda        AB|DECam|DECam_i          4761.7480691624905    All      -6.412799239578434e-05    -2.639227220637903e-05    -0.00048690793855377134    -9.436699476371783e-06    
Lambda        AB|DECam|DECam_r          3919.5371430077284    All      -0.0013460742073097831    0.00037372319091992956    -0.0011794300578490242     0.0005075620457017577     
MWEBV         All|All|All               All                   All      -0.10201816532358099      -2.058541273495962        0.0168919527746289         -0.6365501337596928       
Redshift      All|All|All               All                   All      2.233015881163627         0.06318949642754035       -1.3951275758750907        -0.7690419747983629       
