#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    5113.020333058981    All      3.7380642473074666        0.19147923328617367        0.3451413635151728        -1.1398373443712424       
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    4269.742055394577    All      -2.74178427809922         0.8104179957172164         -0.3467123318818909       1.1415969655858689        
Check         All|All|All                            All                  All      0.9962799692082464        1.00189722900339           -0.0015709683667180507    0.0017596212146264723     
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    5113.020333058981    All      0.001903619915431404      -0.00014265690624561803    -0.0016229064855727859    -0.0007389625440392488    
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    4269.742055394577    All      -0.0010687874814236118    0.0001280149820327427      -0.0013016095703091508    0.0003317530789328993     
MWEBV         All|All|All                            All                  All      -0.04977554445937438      -2.2579310148740817        0.00562963693392377       -0.7190176580308664       
Redshift      All|All|All                            All                  All      4.5370546922004324        0.4318431104941567         1.5411375477935696        -1.2684285790418752       
