#Format:      
#Parameter    MagSys|Instrument|Band            RestLamb             Phase    dmu/dP                     dmB/dP                    ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_I    7774.644532321885    All      0.28943793885438257        -0.0566433300489777       0.09599159304869592        -0.1084463910930583        
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_B    4299.749864113322    All      -0.8364534122087981        0.5676041885555705        -0.0668341363049026        0.45436525214677426        
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_V    5267.046487443024    All      0.07291010153217534        0.11498571898700405       -0.18236554794337076       0.005567276021689549       
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_I    8047.18177457427     All      0.10655382584652656        -0.02391104651593423      0.008799861727891748       -0.042104003682651346      
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_R    6231.088621536906    All      0.40476400246373667        -0.04296579351459329      -0.06513686450446401       -0.14874708352294513       
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_B    4325.144413939257    All      -0.24192340713667876       0.17308972800353928       0.016874956726489202       0.13593648345659515        
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_V    5299.751020168494    All      0.31548085236035156        0.34137101042315265       0.0791144326579168         0.011963790012031171       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_R    6287.685569126909    All      0.8860917987292485         -0.07639885256711665      0.11436894450720485        -0.30841110941331534       
Check         All|All|All                       All                  All      0.9968617004409444         0.9971316233226446        0.000813239915461117       0.00012421392512002027     
Lambda        Linear_AB11_off|LOSS|LOSS_K3_I    7774.644532321885    All      -3.180081192689852e-05     9.361172111276564e-06     2.349618680845824e-05      1.4456339293463798e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_K3_B    4299.749864113322    All      -0.0003198392884120597     0.00012162981186229431    -0.0006450185796389382     0.00011501679311525062     
Lambda        Linear_AB11_off|LOSS|LOSS_N1_V    5267.046487443024    All      -2.1448617419643788e-05    1.890698807973967e-05     -0.0005738185913402485     -1.2461739906915503e-05    
Lambda        Linear_AB11_off|LOSS|LOSS_N1_I    8047.18177457427     All      -9.469807793480344e-06     1.0898447058339666e-06    -1.1515362051642582e-05    2.925748501055139e-06      
Lambda        Linear_AB11_off|LOSS|LOSS_N1_R    6231.088621536906    All      -9.554105754013715e-05     2.9619737737387472e-06    -8.085897037962167e-05     2.8477313476178414e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_N1_B    4325.144413939257    All      -8.55405262660041e-05      3.366918199596755e-05     -0.00016763867942658152    3.1349579537631915e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_K3_V    5299.751020168494    All      4.471620012687065e-05      5.0308264124392815e-05    -0.0005276219047089287     -2.1723823109967777e-05    
Lambda        Linear_AB11_off|LOSS|LOSS_K3_R    6287.685569126909    All      -0.0002375276089988571     4.030058694167541e-06     -0.00025047425832444293    6.750576361647426e-05      
MWEBV         All|All|All                       All                  All      -0.8208707661294596        -4.0012658049283445       0.024537789991238866       -1.0348642871563796        
Redshift      All|All|All                       All                  All      3.561472870927158          -0.08412536093214129      -0.1866241920912861        -1.1958194612950508        
