#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|SDSS|SDSS_z            7419.859755207275    All      0.1020989825069962         0.003845711604810731       0.07980665446585565        -0.02844291831933656      
Zeropoint     AB|SDSS|SDSS_i            6240.857850890758    All      1.0592641030858392         0.013013863521749158       -0.18305810798514768       -0.34896716624040885      
Zeropoint     AB|SDSS|SDSS_r            5146.357409668835    All      0.938385452768179          0.40590099779436173        0.3996919273776666         -0.15561129020295664      
Zeropoint     AB|SDSS|SDSS_g            3938.435178793889    All      -1.1015078437891892        0.5759789799343551         -0.2950908840662019        0.5332440953115553        
Check         All|All|All               All                  All      0.9982406945718251         0.9987395528552767         0.0013495897921727007      0.0002227205488531947     
Lambda        AB|SDSS|SDSS_z            7419.859755207275    All      -1.9616749253323935e-05    -2.8496966575169996e-07    -1.0252471939417228e-05    5.839475873573966e-06     
Lambda        AB|SDSS|SDSS_i            6240.857850890758    All      -0.00022885499139610146    -2.2289466426929157e-05    -0.00017502974647942203    5.947441358354771e-05     
Lambda        AB|SDSS|SDSS_r            5146.357409668835    All      0.00018036568861896799     5.68090938402096e-05       -0.0006727006067311588     -7.026598628694696e-05    
Lambda        AB|SDSS|SDSS_g            3938.435178793889    All      -0.0010770237625000263     0.00038740268806855863     -0.0015659305375034488     0.00040713158531941775    
MWEBV         All|All|All               All                  All      -0.5680769824048717        -3.223055158199273         0.10656091877164452        -0.8600584136555981       
Redshift      All|All|All               All                  All      4.974295135008069          0.34283223551625497        -2.2159920345595623        -1.6075093837871253       
