#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|MEGACAMPSF|z           6034.388815280892     All      0.33122815419609186        0.004317635449702095       0.022301698862465368      -0.10549028860007557      
Zeropoint     AB|MEGACAMPSF|g           3354.9902918477765    All      -0.5239481362065478        0.13234306859999379        -0.10779640272861393      0.20896517838199397       
Zeropoint     AB|MEGACAMPSF|r           4281.780426973707     All      -0.6943170785844963        0.4922341251859308         0.03283805176130571       0.38796417487352636       
Zeropoint     AB|MEGACAMPSF|i           5234.4593588336365    All      1.8731276439281968         0.3719932661054415         0.05308933279293714       -0.48659971961893256      
Check         All|All|All               All                   All      0.9860905833332447         1.0008880953410682         0.0004326806880942946     0.004839345036512177      
Lambda        AB|MEGACAMPSF|z           6034.388815280892     All      -0.00011378393581169637    -1.8855688952959035e-06    -2.636588666533502e-05    3.527239102385979e-05     
Lambda        AB|MEGACAMPSF|g           3354.9902918477765    All      -0.0009332305719372803     0.00021879403367965433     -0.0003962652454086511    0.00035756881661105845    
Lambda        AB|MEGACAMPSF|r           4281.780426973707     All      -0.0003500249810640083     -2.7658878898604213e-05    -0.002103683195434562     1.1127525860217943e-05    
Lambda        AB|MEGACAMPSF|i           5234.4593588336365    All      0.0005979093691010631      5.3297830642325784e-05     -0.001129202758013972     -0.0002277890281129158    
MWEBV         All|All|All               All                   All      -0.42506553721158746       -2.410321706789631         -0.019326839995278695     -0.6475257155235821       
Redshift      All|All|All               All                   All      2.199096625459261          -0.16794610505250773       -0.21805996970410152      -0.7807547056551241       
