Salt2Model
BEGIN_OF_FITPARAMS Salt2Model
DayMax 52816.40835845098 0.668045030222185
Redshift 0.468 0 F
Color 0.12140166756673332 0.0374712168843488
X0 5.46648915262682e-06 1.541702132023197e-07
X1 0.17008441226455634 0.38298286267649884
RestFrameMag_0_UX 23.54934028861451 0.0
RestFrameMag_0_B 23.798502013828067 0.030620783741718945
RestFrameMag_0_V 23.650303094115706 0.0
RestFrameMag_0_R 23.59723055088521 0.0
CovDayMaxDayMax 0.44628416240456004 -1
CovDayMaxRestFrameMag_0_B 0.006747588627698929 -1
CovDayMaxX1 0.024364630598100415 -1
CovDayMaxColor 0.005268980867623845 -1
CovRestFrameMag_0_BDayMax 0.006747588627698908 -1
CovRestFrameMag_0_BRestFrameMag_0_B 0.0009376323969571193 -1
CovRestFrameMag_0_BX1 0.004291276088383274 -1
CovRestFrameMag_0_BColor 0.0006296557544866142 -1
CovX1DayMax 0.02436463059810033 -1
CovX1RestFrameMag_0_B 0.004291276088383272 -1
CovX1X1 0.14667587310388597 -1
CovX1Color 0.0009234429217139268 -1
CovColorDayMax 0.005268980867623826 -1
CovColorRestFrameMag_0_B 0.000629655754486614 -1
CovColorX1 0.0009234429217139273 -1
CovColorColor 0.0014040920947939065 -1

dmu_estimate 0.1160041423495253
FirstPhase  -14.181443086500332
LastPhase  44.265423398515274
LatestNegPhase  -1.2386637949471981
EarliestPosPhase  0.08967407971517626
NightsNegPhase  6
NightsPosPhase  12

salt3source   1
salt2_version   salt3-f22
