#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LCOGT
@BAND  LCOGT_g
@MAGSYS  Linear_AB11_off
58584.12462  16.99  0.035
58584.12723  16.975  0.035
58585.05868  16.805  0.038
58585.0613  16.797  0.038
58585.95421  16.678  0.035
58585.95159  16.674  0.035
58587.20483  16.425  0.038
58587.20749  16.416  0.038
58588.02748  16.451  0.038
58588.0301  16.436  0.038
58591.17256  16.152  0.038
58591.16994  16.188  0.038
58593.88904  16.067  0.088
58597.56215  16.419  0.038
58600.52596  16.487  0.038
58600.52333  16.477  0.038
58600.49545  16.473  0.038
58600.49282  16.467  0.038
58605.10634  16.753  0.038
58608.1479  16.954  0.038
58608.15051  17.069  0.038
58613.0684  17.481  0.038
58613.06578  17.452  0.038
58618.77541  17.838  0.097
58618.77803  18.209  0.155
58624.38501  18.352  0.038
58624.38764  18.51  0.039
58634.02892  18.955  0.041
58634.03154  18.903  0.041
58647.99766  19.169  0.065
58647.99505  19.146  0.065
58661.34794  19.383  0.044
58661.35058  19.343  0.042
58669.71735  19.464  0.043
58669.71357  19.477  0.043
