#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LCOGT
@BAND  LCOGT_V
@MAGSYS  Linear_AB11_off
58584.12107  16.984  0.037
58584.12275  16.936  0.037
58585.05681  16.786  0.037
58585.05511  16.793  0.037
58587.20126  16.463  0.036
58587.20297  16.508  0.036
58588.02561  16.398  0.038
58588.02392  16.414  0.038
58591.16638  16.201  0.038
58593.88718  16.248  0.054
58593.88549  16.144  0.055
58597.56027  16.268  0.037
58600.52145  16.336  0.037
58600.49095  16.341  0.037
58600.51975  16.325  0.037
58605.10186  16.562  0.037
58605.10017  16.569  0.037
58608.14434  16.762  0.037
58608.14603  16.76  0.037
58613.06223  17.025  0.037
58613.06392  17.02  0.037
58624.38144  17.442  0.037
58641.01005  18.361  0.062
58641.00836  18.465  0.071
58647.9932  18.61  0.075
58647.9915  18.454  0.062
58661.34437  18.936  0.05
58661.34607  18.933  0.048
58669.70815  19.046  0.049
58669.71078  19.13  0.048
