#Format:        
#Parameter MagSys|Instrument|Band RestLamb Phase dmu/dP dmB/dP ds/dP dc/dP
Zeropoint VEGAHST|ACSWF|F850LP 4243.129310718921 All 1.0155019497881335 0.2841884838363047 -3.893919389711498 -0.41198059359684175
Zeropoint VEGAHST|NICMOS2|F160W 7550.676053043609 All 0.6253285986916471 -0.0447275944532759 0.5671072460349923 -0.19295195454010722
Zeropoint VEGAHST|ACSWF|F775W 3612.5046674389264 All -0.398145561365168 -0.13630562604609153 0.13610203413125804 0.09136348990067061
Check All|All|All All All 1.2426849871146128 0.10315526333693725 -3.1907101095452477 -0.5135690582362784
