#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    5364.029401191668    All      3.50512890595019          -0.030506967654986283      0.419448019556479         -1.1329548843406967        
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    4479.352795168486    All      -2.5076772158610527       1.032612607361827          -0.4200089943948876       1.1344457951110034         
Check         All|All|All                            All                  All      0.9974516900891371        1.0021056397068406         -0.0005609748384086122    0.0014909107703067193      
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    5364.029401191668    All      0.0008089879468507973     -3.520149774189076e-05     -0.0002435615767468296    -0.00028584930964397514    
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    4479.352795168486    All      -0.0003749671721000334    -0.00011733691209406384    -0.0019736969047941984    -4.158376531216824e-06     
MWEBV         All|All|All                            All                  All      -0.1394854260914733       -2.4358428134897636        -0.006591161786176009     -0.748293282268077         
Redshift      All|All|All                            All                  All      -1.796487149134978        0.10177973549971853        -2.016368386646749        0.52834671520003           
