#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|DECam|DECam_g          3944.696162364915    All      -0.7883992324434885        0.6317896419737679         0.14386049044737445        0.46902207218519437       
Zeropoint     AB|DECam|DECam_i          6369.340173628282    All      0.9584899337719669         0.054118770956179674       0.07429050320335218        -0.2912681967025824       
Zeropoint     AB|DECam|DECam_r          5242.794247906995    All      0.3799971875120135         0.3065847586219306         -0.5852260503353797        -0.05002879406711073      
Zeropoint     AB|DECam|DECam_z          7463.929916503834    All      0.4467723286852267         0.006099411995919013       0.36780617778702235        -0.12712816623208         
Check         All|All|All               All                  All      0.9968602175257185         0.9985925835477971         0.0007311211023693365      0.0005969151834212261     
Lambda        AB|DECam|DECam_g          3944.696162364915    All      -0.0008021892513444535     0.0004925410969432688      -0.0005866799310361551     0.0003955554390018792     
Lambda        AB|DECam|DECam_i          6369.340173628282    All      -0.00034281002177320697    -3.809802354053578e-05     -0.0004517782996525577     7.909393198054422e-05     
Lambda        AB|DECam|DECam_r          5242.794247906995    All      -6.959264613007164e-06     1.4393970846882466e-05     -0.0011096063623954207     -4.256118442615083e-05    
Lambda        AB|DECam|DECam_z          7463.929916503834    All      -6.810113801835895e-05     -1.4519427377059316e-05    -0.00025618405772533115    6.021008056328753e-06     
MWEBV         All|All|All               All                  All      -0.4834921391370788        -3.1335275526700457        0.08752633946152517        -0.8592978192269505       
Redshift      All|All|All               All                  All      5.537909273563305          0.29135677854661424        -1.5647789910285064        -1.7788036536767415       
