#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|DECam|DECam_g          3944.696162364915    All      -0.7210660927241819        0.639225175364011          0.16379843847612596        0.4504011902799421         
Zeropoint     AB|DECam|DECam_i          6369.340173628282    All      0.9326096675116267         0.055267668388836455       -0.032554012152463674      -0.2872318888559211        
Zeropoint     AB|DECam|DECam_r          5242.794247906995    All      0.33929251058437204        0.2948267427274942         -0.52893334717945          -0.038087829452919386      
Zeropoint     AB|DECam|DECam_z          7463.929916503834    All      0.4458604179287252         0.008609974652884489       0.3959783710725251         -0.12475615844915466       
Check         All|All|All               All                  All      0.9966965033005422         0.9979295611332262         -0.0017105497832625716     0.00032531352194692387     
Lambda        AB|DECam|DECam_g          3944.696162364915    All      -0.0008630854087137953     0.0006672986845000773      -0.0002703695505972631     0.00048643109602021094     
Lambda        AB|DECam|DECam_i          6369.340173628282    All      -0.00018618282889550254    -2.5922405668847056e-05    -0.0002756700955466275     3.990020199894708e-05      
Lambda        AB|DECam|DECam_r          5242.794247906995    All      -5.156013134802431e-05     4.493585366195563e-05      -0.001298303639225227      -2.6505411584324495e-05    
Lambda        AB|DECam|DECam_z          7463.929916503834    All      -3.290221866347886e-05     -1.1933209153455913e-05    -0.00016480783580792168    -5.243205197597136e-07     
MWEBV         All|All|All               All                  All      -0.4765780940757671        -3.1414471674471756        0.05693283315068021        -0.8654948779250049        
Redshift      All|All|All               All                  All      5.563947386820921          -0.15907681162588005       -1.2076748026671913        -1.918070243131012         
