#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  SWOPE
@BAND  SWOPE_r
@MAGSYS  Linear_AB11_off
56383.16626999993  18.752  0.012
56384.13438999979  18.349  0.012
56385.091829999816  18.002  0.012
56386.070309999865  17.69  0.013
56387.09690999985  17.442  0.011
56388.10007999977  17.279  0.013
56389.053429999854  17.105  0.014
56390.046839999966  16.968  0.018
56391.09286999982  16.899  0.029
56393.18012000015  16.773  0.012
56397.043219999876  16.708  0.019
56398.04161000019  16.694  0.016
56399.06215000013  16.728  0.013
56400.00963999983  16.769  0.014
56400.993189999834  16.821  0.014
56406.03397999983  17.377  0.134
56407.05115000019  17.296  0.017
56408.13244999992  17.401  0.019
56410.057200000156  17.442  0.011
56411.09155000001  17.441  0.01
56412.056220000144  17.464  0.009
56413.9843100002  17.51  0.009
56415.12350999983  17.538  0.011
56416.007369999774  17.555  0.013
56416.99655999988  17.584  0.011
56417.99605000019  17.622  0.011
56418.996230000164  17.644  0.009
56419.9938500002  17.702  0.013
56422.063850000035  17.828  0.011
56423.06345999986  17.88  0.011
56426.00035999995  18.1  0.013
56426.97116000019  18.181  0.013
56436.04926999984  18.638  0.022
56445.96742000012  19.017  0.019
